stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type
1,8,4,1,1,0,0,0,0,1,1,3,0.0,2
1,8,5,1,1,0,0,0,0,1,1,2,0.0,1
1,8,6,1,0,0,1,1,0,0,1,4,0.0,2
1,8,7,0,1,1,0,1,0,0,1,1,0.0,1
1,8,8,1,0,0,1,0,1,1,0,1,1.0,1
1,8,9,0,0,1,1,0,0,1,1,2,1.0,1
1,8,10,0,0,1,1,0,0,1,1,1,0.0,1
1,8,11,1,1,0,0,0,0,1,1,1,1.0,1
1,8,12,0,1,1,0,1,0,0,1,1,0.0,1
1,8,13,1,0,0,1,0,1,1,0,2,0.0,1
1,8,14,0,1,1,0,1,0,0,1,3,1.0,2
1,8,15,0,1,1,0,1,0,0,1,1,0.0,1
1,8,16,0,0,1,1,0,0,1,1,2,1.0,1
1,8,17,1,1,0,0,0,0,1,1,4,1.0,2
1,8,18,1,1,0,0,0,0,1,1,2,0.0,1
1,8,19,1,0,0,1,1,0,0,1,1,1.0,1
1,8,20,1,0,0,1,1,0,0,1,2,0.0,1
1,8,21,0,0,1,1,0,0,1,1,1,0.0,1
1,8,22,0,0,1,1,0,0,1,1,2,1.0,1
1,8,23,1,1,0,0,0,0,1,1,1,1.0,1
1,8,24,1,1,0,0,1,1,0,0,1,1.0,1
1,8,25,1,0,0,1,1,0,0,1,2,0.0,1
1,8,26,0,1,1,0,1,0,0,1,1,0.0,1
1,8,27,0,1,1,0,0,1,1,0,1,0.0,1
1,8,28,0,1,1,0,0,1,1,0,2,1.0,1
1,8,29,0,1,1,0,1,0,0,1,1,0.0,1
1,8,30,1,1,0,0,0,0,1,1,2,0.0,1
1,8,31,0,0,1,1,0,0,1,1,1,0.0,1
1,8,32,0,0,1,1,0,0,1,1,2,1.0,1
1,8,33,0,1,1,0,1,0,0,1,2,1.0,1
1,8,34,0,1,1,0,1,0,0,1,1,0.0,1
1,8,35,1,1,0,0,1,1,0,0,2,0.0,1
1,8,36,0,0,1,1,0,0,1,1,2,1.0,1
1,8,37,0,0,1,1,0,0,1,1,1,0.0,1
1,8,38,0,0,1,1,1,1,0,0,2,1.0,1
1,8,39,1,1,0,0,0,0,1,1,1,1.0,1
1,8,40,0,0,1,1,0,0,1,1,2,1.0,1
1,8,41,1,1,0,0,1,1,0,0,1,1.0,1
1,8,42,0,1,1,0,1,0,0,1,2,1.0,1
1,8,43,1,1,0,0,1,1,0,0,1,1.0,1
1,8,44,1,1,0,0,1,1,0,0,2,0.0,1
1,8,45,1,0,0,1,1,0,0,1,1,1.0,1
1,8,46,1,0,0,1,1,0,0,1,1,1.0,1
1,8,47,0,1,1,0,0,1,1,0,1,0.0,1
1,8,48,1,1,0,0,0,0,1,1,1,1.0,1
1,8,49,0,0,1,1,1,1,0,0,3,1.0,2
1,8,50,1,1,0,0,0,0,1,1,1,1.0,1
1,8,51,1,0,0,1,0,1,1,0,2,0.0,1
2,1,1,1,1,0,0,1,1,0,0,2,0.0,1
2,1,2,1,0,0,1,1,0,0,1,3,1.0,2
2,1,3,0,0,1,1,0,0,1,1,2,1.0,1
2,1,4,0,1,1,0,0,1,1,0,2,1.0,1
2,1,5,1,1,0,0,0,0,1,1,1,1.0,1
2,1,6,1,1,0,0,0,0,1,1,1,1.0,1
2,1,7,1,0,0,1,1,0,0,1,4,0.0,2
2,1,8,0,0,1,1,0,0,1,1,2,1.0,1
2,1,9,0,1,1,0,1,0,0,1,2,1.0,1
2,1,10,0,1,1,0,1,0,0,1,2,1.0,1
2,1,11,0,1,1,0,1,0,0,1,2,1.0,1
2,1,12,0,1,1,0,1,0,0,1,2,1.0,1
2,1,13,1,1,0,0,1,1,0,0,1,1.0,1
2,1,14,1,1,0,0,1,1,0,0,1,1.0,1
2,1,15,0,0,1,1,0,0,1,1,2,1.0,1
2,1,16,0,1,1,0,0,1,1,0,4,1.0,2
2,1,17,1,0,0,1,1,0,0,1,0,,0
2,1,18,1,1,0,0,1,1,0,0,1,1.0,1
2,1,19,1,0,0,1,1,0,0,1,2,0.0,1
2,1,20,0,0,1,1,1,1,0,0,4,0.0,2
2,1,21,0,1,1,0,1,0,0,1,2,1.0,1
2,1,22,0,1,1,0,0,1,1,0,2,1.0,1
2,1,23,0,0,1,1,1,1,0,0,2,,1
2,1,24,0,1,1,0,0,1,1,0,1,0.0,1
2,1,25,1,0,0,1,0,1,1,0,4,1.0,2
2,1,26,1,1,0,0,1,1,0,0,1,1.0,1
2,1,27,0,0,1,1,0,0,1,1,2,1.0,1
2,1,28,1,0,0,1,1,0,0,1,2,0.0,1
2,1,29,0,1,1,0,1,0,0,1,0,,0
2,1,30,0,0,1,1,1,1,0,0,2,1.0,1
2,1,31,0,0,1,1,1,1,0,0,2,1.0,1
2,1,32,1,0,0,1,1,0,0,1,1,1.0,1
2,1,33,1,0,0,1,0,1,1,0,1,1.0,1
2,1,34,1,0,0,1,1,0,0,1,1,1.0,1
2,1,35,1,0,0,1,0,1,1,0,3,0.0,2
2,1,36,1,1,0,0,1,1,0,0,1,1.0,1
2,1,37,0,0,1,1,0,0,1,1,2,1.0,1
2,1,38,1,0,0,1,1,0,0,1,1,1.0,1
2,1,39,1,1,0,0,1,1,0,0,1,1.0,1
2,1,40,1,1,0,0,0,0,1,1,2,0.0,1
2,1,41,1,1,0,0,0,0,1,1,1,1.0,1
2,1,42,1,0,0,1,1,0,0,1,1,1.0,1
2,1,43,1,0,0,1,1,0,0,1,1,1.0,1
2,1,44,1,1,0,0,0,0,1,1,4,1.0,2
2,1,45,0,0,1,1,1,1,0,0,2,1.0,1
2,1,46,1,0,0,1,1,0,0,1,1,1.0,1
2,1,47,0,0,1,1,0,0,1,1,2,1.0,1
2,1,48,0,1,1,0,0,1,1,0,1,0.0,1
2,1,49,0,1,1,0,1,0,0,1,2,1.0,1
2,1,50,1,1,0,0,0,0,1,1,1,1.0,1
2,1,51,0,0,1,1,1,1,0,0,2,1.0,1
2,1,52,1,0,0,1,0,1,1,0,1,1.0,1
2,1,53,1,1,0,0,1,1,0,0,1,1.0,1
2,1,54,1,1,0,0,0,0,1,1,1,1.0,1
2,1,55,0,1,1,0,0,1,1,0,2,1.0,1
2,1,56,0,1,1,0,0,1,1,0,2,1.0,1
2,1,57,0,0,1,1,0,0,1,1,2,1.0,1
2,1,58,1,0,0,1,0,1,1,0,1,1.0,1
2,1,59,0,1,1,0,0,1,1,0,2,1.0,1
2,1,60,0,1,1,0,1,0,0,1,2,1.0,1
2,1,61,1,1,0,0,0,0,1,1,1,1.0,1
2,1,62,1,1,0,0,1,1,0,0,1,1.0,1
2,1,63,1,1,0,0,0,0,1,1,1,1.0,1
2,1,64,1,1,0,0,0,0,1,1,1,1.0,1
2,1,65,1,1,0,0,1,1,0,0,2,0.0,1
2,1,66,1,1,0,0,0,0,1,1,1,1.0,1
2,1,67,0,0,1,1,1,1,0,0,2,1.0,1
2,1,68,1,1,0,0,0,0,1,1,1,1.0,1
2,1,69,1,1,0,0,0,0,1,1,2,0.0,1
2,1,70,0,1,1,0,1,0,0,1,2,1.0,1
2,1,71,0,0,1,1,0,0,1,1,2,1.0,1
2,1,72,0,1,1,0,1,0,0,1,2,1.0,1
2,1,73,1,1,0,0,0,0,1,1,1,1.0,1
2,1,74,1,1,0,0,1,1,0,0,1,1.0,1
2,1,75,0,1,1,0,0,1,1,0,2,1.0,1
2,1,76,0,0,1,1,1,1,0,0,2,1.0,1
2,1,77,0,0,1,1,1,1,0,0,2,1.0,1
3,1,1,1,0,0,1,0,1,1,0,1,1.0,1
3,1,2,1,0,0,1,0,1,1,0,2,0.0,1
3,1,3,1,0,0,1,0,1,1,0,1,1.0,1
3,1,4,1,1,0,0,0,0,1,1,2,0.0,1
3,1,5,0,0,1,1,0,0,1,1,2,1.0,1
3,1,6,1,0,0,1,0,1,1,0,4,1.0,2
3,1,7,1,0,0,1,0,1,1,0,1,1.0,1
3,1,8,0,0,1,1,0,0,1,1,3,0.0,2
3,1,9,1,0,0,1,1,0,0,1,4,0.0,2
3,1,10,0,1,1,0,0,1,1,0,1,0.0,1
3,1,11,1,1,0,0,1,1,0,0,2,0.0,1
3,1,12,0,0,1,1,1,1,0,0,2,1.0,1
3,1,13,1,1,0,0,0,0,1,1,1,1.0,1
3,1,14,1,1,0,0,1,1,0,0,1,1.0,1
3,1,15,0,1,1,0,0,1,1,0,3,0.0,2
3,1,16,1,0,0,1,0,1,1,0,4,1.0,2
3,1,17,1,0,0,1,0,1,1,0,1,1.0,1
3,1,18,1,0,0,1,1,0,0,1,2,0.0,1
3,1,19,1,0,0,1,1,0,0,1,1,1.0,1
3,1,20,1,0,0,1,1,0,0,1,1,1.0,1
3,1,21,1,0,0,1,1,0,0,1,1,1.0,1
3,1,22,0,1,1,0,1,0,0,1,1,0.0,1
3,1,23,0,0,1,1,1,1,0,0,4,0.0,2
3,1,24,1,1,0,0,1,1,0,0,1,1.0,1
3,1,25,0,1,1,0,0,1,1,0,2,1.0,1
3,1,26,0,0,1,1,1,1,0,0,2,1.0,1
3,1,27,1,0,0,1,0,1,1,0,1,1.0,1
3,1,28,1,1,0,0,0,0,1,1,1,1.0,1
3,1,29,0,1,1,0,0,1,1,0,2,1.0,1
3,1,30,0,1,1,0,0,1,1,0,2,1.0,1
3,1,31,0,1,1,0,1,0,0,1,1,0.0,1
3,1,32,1,1,0,0,1,1,0,0,1,1.0,1
3,1,33,0,0,1,1,0,0,1,1,4,1.0,2
3,1,34,1,1,0,0,0,0,1,1,2,0.0,1
3,1,35,1,0,0,1,0,1,1,0,1,1.0,1
3,1,36,0,0,1,1,1,1,0,0,2,1.0,1
3,1,37,1,1,0,0,0,0,1,1,1,1.0,1
3,1,38,0,1,1,0,0,1,1,0,2,1.0,1
3,1,39,1,0,0,1,1,0,0,1,2,0.0,1
3,1,40,1,0,0,1,1,0,0,1,1,1.0,1
3,1,41,1,0,0,1,0,1,1,0,1,1.0,1
3,1,42,1,1,0,0,0,0,1,1,1,1.0,1
3,1,43,0,0,1,1,0,0,1,1,2,1.0,1
3,1,44,0,0,1,1,0,0,1,1,2,1.0,1
3,1,45,1,0,0,1,1,0,0,1,1,1.0,1
3,1,46,0,0,1,1,0,0,1,1,4,1.0,2
3,1,47,0,0,1,1,1,1,0,0,3,1.0,2
3,1,48,0,0,1,1,0,0,1,1,3,0.0,2
3,1,49,1,0,0,1,1,0,0,1,3,1.0,2
3,1,50,0,0,1,1,1,1,0,0,1,0.0,1
3,1,51,0,0,1,1,0,0,1,1,1,0.0,1
3,1,52,0,0,1,1,1,1,0,0,2,1.0,1
3,1,53,0,0,1,1,0,0,1,1,2,1.0,1
3,1,54,0,0,1,1,1,1,0,0,1,0.0,1
3,1,55,1,0,0,1,0,1,1,0,1,1.0,1
3,1,56,1,0,0,1,0,1,1,0,3,0.0,2
3,1,57,0,1,1,0,0,1,1,0,1,0.0,1
3,1,58,1,1,0,0,1,1,0,0,1,1.0,1
3,1,59,0,0,1,1,1,1,0,0,3,1.0,2
3,1,60,0,1,1,0,0,1,1,0,3,0.0,2
3,1,61,1,1,0,0,0,0,1,1,1,1.0,1
3,1,62,0,1,1,0,1,0,0,1,2,1.0,1
3,1,63,0,0,1,1,1,1,0,0,2,1.0,1
3,1,64,1,1,0,0,0,0,1,1,1,1.0,1
3,1,65,1,1,0,0,0,0,1,1,2,0.0,1
3,1,66,1,1,0,0,1,1,0,0,1,1.0,1
3,1,67,0,1,1,0,0,1,1,0,3,0.0,2
3,1,68,0,0,1,1,1,1,0,0,2,1.0,1
3,1,69,0,1,1,0,0,1,1,0,2,1.0,1
3,1,70,1,0,0,1,0,1,1,0,1,1.0,1
3,1,71,1,1,0,0,0,0,1,1,1,1.0,1
3,1,72,1,1,0,0,1,1,0,0,3,1.0,2
3,1,73,1,1,0,0,0,0,1,1,1,1.0,1
3,1,74,0,1,1,0,0,1,1,0,1,0.0,1
3,1,75,0,1,1,0,0,1,1,0,2,1.0,1
3,1,76,0,1,1,0,0,1,1,0,1,0.0,1
3,1,77,0,1,1,0,0,1,1,0,2,1.0,1
3,1,78,0,1,1,0,0,1,1,0,1,0.0,1
3,1,79,1,1,0,0,1,1,0,0,2,0.0,1
3,1,80,0,1,1,0,0,1,1,0,4,1.0,2
3,2,1,0,0,1,1,0,0,1,1,1,0.0,1
3,2,2,1,0,0,1,1,0,0,1,1,1.0,1
3,2,3,0,1,1,0,0,1,1,0,2,1.0,1
3,2,4,0,1,1,0,0,1,1,0,2,1.0,1
3,2,5,1,1,0,0,0,0,1,1,4,,2
3,2,6,0,1,1,0,0,1,1,0,2,1.0,1
3,2,7,0,0,1,1,1,1,0,0,2,1.0,1
3,2,8,1,0,0,1,1,0,0,1,0,,0
3,2,9,1,1,0,0,0,0,1,1,3,0.0,2
3,2,10,0,0,1,1,0,0,1,1,1,0.0,1
3,2,11,1,0,0,1,0,1,1,0,1,1.0,1
3,2,12,1,1,0,0,0,0,1,1,2,0.0,1
3,2,13,0,1,1,0,1,0,0,1,4,0.0,2
3,2,14,0,1,1,0,1,0,0,1,3,1.0,2
3,2,15,0,1,1,0,1,0,0,1,2,1.0,1
3,2,16,1,1,0,0,0,0,1,1,4,1.0,2
3,2,17,1,0,0,1,1,0,0,1,2,0.0,1
3,2,18,0,0,1,1,0,0,1,1,2,1.0,1
3,2,19,1,1,0,0,1,1,0,0,3,1.0,2
3,2,20,1,0,0,1,0,1,1,0,4,1.0,2
3,2,21,1,0,0,1,1,0,0,1,2,0.0,1
3,2,22,1,1,0,0,0,0,1,1,1,1.0,1
3,2,23,0,1,1,0,1,0,0,1,2,1.0,1
3,2,24,1,0,0,1,1,0,0,1,4,0.0,2
3,2,25,1,0,0,1,0,1,1,0,1,1.0,1
3,2,26,0,1,1,0,1,0,0,1,2,1.0,1
3,2,27,0,1,1,0,0,1,1,0,3,0.0,2
3,2,28,0,0,1,1,0,0,1,1,2,1.0,1
3,2,29,0,0,1,1,1,1,0,0,3,1.0,2
3,2,30,0,0,1,1,1,1,0,0,1,0.0,1
3,2,31,0,0,1,1,1,1,0,0,3,1.0,2
3,2,32,1,0,0,1,1,0,0,1,1,1.0,1
3,2,33,0,1,1,0,1,0,0,1,1,0.0,1
3,2,34,0,1,1,0,0,1,1,0,4,,2
3,2,35,0,1,1,0,1,0,0,1,3,1.0,2
3,2,36,1,0,0,1,1,0,0,1,4,0.0,2
3,2,37,1,1,0,0,0,0,1,1,2,0.0,1
3,2,38,0,0,1,1,1,1,0,0,3,1.0,2
3,2,39,1,1,0,0,1,1,0,0,1,1.0,1
3,2,40,1,0,0,1,0,1,1,0,1,1.0,1
3,2,41,1,0,0,1,1,0,0,1,3,1.0,2
3,2,42,1,0,0,1,0,1,1,0,4,1.0,2
3,2,43,1,0,0,1,1,0,0,1,2,0.0,1
3,2,44,0,1,1,0,1,0,0,1,2,1.0,1
3,2,45,0,0,1,1,0,0,1,1,4,1.0,2
3,2,46,1,0,0,1,1,0,0,1,2,0.0,1
3,2,47,1,1,0,0,1,1,0,0,1,1.0,1
3,2,48,0,1,1,0,1,0,0,1,3,1.0,2
3,2,49,0,0,1,1,0,0,1,1,4,1.0,2
3,2,50,0,1,1,0,1,0,0,1,2,1.0,1
3,2,51,1,0,0,1,0,1,1,0,1,1.0,1
3,2,52,0,0,1,1,0,0,1,1,2,1.0,1
3,2,53,0,1,1,0,0,1,1,0,4,1.0,2
3,2,54,1,0,0,1,1,0,0,1,3,1.0,2
3,2,55,0,1,1,0,1,0,0,1,3,1.0,2
3,2,56,1,0,0,1,0,1,1,0,1,1.0,1
3,2,57,1,0,0,1,0,1,1,0,2,0.0,1
3,2,58,0,1,1,0,1,0,0,1,3,1.0,2
3,2,59,0,0,1,1,1,1,0,0,2,1.0,1
3,2,60,1,1,0,0,1,1,0,0,1,1.0,1
3,2,61,1,0,0,1,0,1,1,0,2,0.0,1
3,2,62,0,1,1,0,1,0,0,1,4,0.0,2
3,2,63,0,1,1,0,1,0,0,1,3,1.0,2
3,2,64,1,1,0,0,0,0,1,1,1,1.0,1
3,2,65,0,0,1,1,1,1,0,0,2,1.0,1
3,2,66,1,0,0,1,0,1,1,0,1,1.0,1
3,2,67,1,1,0,0,0,0,1,1,4,1.0,2
3,2,68,1,0,0,1,0,1,1,0,2,0.0,1
3,2,69,0,0,1,1,1,1,0,0,3,1.0,2
3,2,70,1,0,0,1,1,0,0,1,1,1.0,1
3,2,71,0,0,1,1,1,1,0,0,2,1.0,1
3,2,72,1,1,0,0,0,0,1,1,4,1.0,2
3,2,73,1,1,0,0,1,1,0,0,3,1.0,2
3,2,74,1,0,0,1,1,0,0,1,3,1.0,2
3,2,75,0,1,1,0,0,1,1,0,4,1.0,2
3,2,76,1,1,0,0,0,0,1,1,1,1.0,1
3,2,77,0,0,1,1,0,0,1,1,2,1.0,1
3,2,78,1,0,0,1,1,0,0,1,1,1.0,1
3,2,79,1,0,0,1,0,1,1,0,1,1.0,1
3,2,80,0,0,1,1,1,1,0,0,3,1.0,2
3,2,81,0,1,1,0,1,0,0,1,4,0.0,2
3,3,1,0,0,1,1,1,1,0,0,4,0.0,2
3,3,2,0,0,1,1,1,1,0,0,2,1.0,1
3,3,3,1,0,0,1,0,1,1,0,1,1.0,1
3,3,4,1,0,0,1,0,1,1,0,4,1.0,2
3,3,5,1,1,0,0,0,0,1,1,4,1.0,2
3,3,6,1,0,0,1,0,1,1,0,3,0.0,2
3,3,7,1,0,0,1,1,0,0,1,1,1.0,1
3,3,8,1,1,0,0,1,1,0,0,3,1.0,2
3,3,9,0,1,1,0,0,1,1,0,4,1.0,2
3,3,10,1,0,0,1,1,0,0,1,2,0.0,1
3,3,11,1,0,0,1,0,1,1,0,4,1.0,2
3,3,12,1,1,0,0,1,1,0,0,2,0.0,1
3,3,13,0,1,1,0,0,1,1,0,4,1.0,2
3,3,14,1,1,0,0,0,0,1,1,3,0.0,2
3,3,15,1,1,0,0,0,0,1,1,4,1.0,2
3,3,16,1,1,0,0,1,1,0,0,1,1.0,1
3,3,17,0,1,1,0,1,0,0,1,3,1.0,2
3,3,18,0,1,1,0,0,1,1,0,4,1.0,2
3,3,19,1,1,0,0,0,0,1,1,3,0.0,2
3,3,20,0,0,1,1,1,1,0,0,3,1.0,2
3,3,21,1,0,0,1,0,1,1,0,4,1.0,2
3,3,22,1,1,0,0,0,0,1,1,1,1.0,1
3,3,23,1,0,0,1,0,1,1,0,3,0.0,2
3,3,24,0,0,1,1,1,1,0,0,2,1.0,1
3,3,25,0,0,1,1,1,1,0,0,3,1.0,2
3,3,26,0,1,1,0,0,1,1,0,4,1.0,2
3,3,27,1,0,0,1,1,0,0,1,1,1.0,1
3,3,28,1,1,0,0,0,0,1,1,3,0.0,2
3,3,29,1,1,0,0,0,0,1,1,4,1.0,2
3,3,30,1,0,0,1,1,0,0,1,3,1.0,2
3,3,31,0,0,1,1,0,0,1,1,4,1.0,2
3,3,32,1,1,0,0,1,1,0,0,1,1.0,1
3,3,33,1,1,0,0,1,1,0,0,3,1.0,2
3,3,34,1,0,0,1,0,1,1,0,1,1.0,1
3,3,35,1,1,0,0,1,1,0,0,3,1.0,2
3,3,36,1,1,0,0,1,1,0,0,1,1.0,1
3,3,37,1,0,0,1,1,0,0,1,1,1.0,1
3,3,38,1,0,0,1,1,0,0,1,1,1.0,1
3,3,39,0,0,1,1,0,0,1,1,4,1.0,2
3,3,40,1,0,0,1,1,0,0,1,3,1.0,2
3,3,41,0,0,1,1,1,1,0,0,3,1.0,2
3,3,42,0,0,1,1,0,0,1,1,2,1.0,1
3,3,43,1,0,0,1,1,0,0,1,3,1.0,2
3,3,44,0,0,1,1,0,0,1,1,2,1.0,1
3,3,45,0,0,1,1,1,1,0,0,1,0.0,1
3,3,46,1,1,0,0,0,0,1,1,4,1.0,2
3,3,47,1,0,0,1,1,0,0,1,3,1.0,2
3,3,48,1,0,0,1,0,1,1,0,3,0.0,2
3,3,49,1,1,0,0,1,1,0,0,1,1.0,1
3,3,50,0,0,1,1,1,1,0,0,3,1.0,2
3,3,51,0,0,1,1,1,1,0,0,2,1.0,1
3,3,52,0,1,1,0,1,0,0,1,4,0.0,2
3,3,53,1,1,0,0,1,1,0,0,3,1.0,2
3,3,54,0,0,1,1,0,0,1,1,2,1.0,1
3,3,55,1,1,0,0,1,1,0,0,3,1.0,2
3,3,56,1,0,0,1,0,1,1,0,1,1.0,1
3,3,57,0,1,1,0,0,1,1,0,4,1.0,2
3,3,58,0,1,1,0,1,0,0,1,2,1.0,1
3,3,59,0,0,1,1,1,1,0,0,1,0.0,1
3,3,60,1,1,0,0,1,1,0,0,1,1.0,1
3,3,61,0,0,1,1,1,1,0,0,3,1.0,2
3,3,62,0,0,1,1,1,1,0,0,2,1.0,1
3,3,63,1,1,0,0,0,0,1,1,1,1.0,1
3,3,64,0,0,1,1,0,0,1,1,3,0.0,2
3,3,65,1,0,0,1,0,1,1,0,2,0.0,1
3,3,66,0,0,1,1,1,1,0,0,2,1.0,1
3,3,67,0,0,1,1,0,0,1,1,4,1.0,2
3,3,68,0,1,1,0,0,1,1,0,3,0.0,2
3,3,69,1,0,0,1,0,1,1,0,1,1.0,1
3,3,70,0,0,1,1,1,1,0,0,3,1.0,2
3,3,71,0,0,1,1,0,0,1,1,2,1.0,1
3,3,72,0,0,1,1,0,0,1,1,4,1.0,2
3,3,73,0,0,1,1,1,1,0,0,3,1.0,2
3,3,74,1,1,0,0,1,1,0,0,1,1.0,1
3,3,75,0,1,1,0,0,1,1,0,4,1.0,2
4,1,1,0,1,1,0,0,1,1,0,1,0.0,1
4,1,2,0,1,1,0,0,1,1,0,2,1.0,1
4,1,3,1,0,0,1,0,1,1,0,4,1.0,2
4,1,4,1,1,0,0,1,1,0,0,2,0.0,1
4,1,5,1,1,0,0,1,1,0,0,3,1.0,2
4,1,6,0,1,1,0,0,1,1,0,1,0.0,1
4,1,7,1,1,0,0,0,0,1,1,1,1.0,1
4,1,8,1,1,0,0,0,0,1,1,1,1.0,1
4,1,9,1,0,0,1,0,1,1,0,4,1.0,2
4,1,10,1,0,0,1,1,0,0,1,1,1.0,1
4,1,11,1,1,0,0,1,1,0,0,2,0.0,1
4,1,12,1,1,0,0,0,0,1,1,1,1.0,1
4,1,13,1,1,0,0,1,1,0,0,4,0.0,2
4,1,14,0,0,1,1,0,0,1,1,0,,0
4,1,15,1,1,0,0,1,1,0,0,0,,0
4,1,16,0,1,1,0,0,1,1,0,0,,0
4,1,17,0,0,1,1,0,0,1,1,1,0.0,1
4,1,18,0,1,1,0,1,0,0,1,2,1.0,1
4,1,19,1,0,0,1,1,0,0,1,0,,0
4,1,20,0,0,1,1,0,0,1,1,1,0.0,1
4,1,21,1,1,0,0,1,1,0,0,2,0.0,1
4,1,22,0,1,1,0,0,1,1,0,1,0.0,1
4,1,23,1,1,0,0,1,1,0,0,0,,0
4,1,24,0,1,1,0,0,1,1,0,1,0.0,1
4,1,25,0,0,1,1,0,0,1,1,4,1.0,2
4,1,26,0,1,1,0,0,1,1,0,2,1.0,1
4,1,27,1,0,0,1,0,1,1,0,0,,0
4,2,1,1,0,0,1,0,1,1,0,1,1.0,1
4,2,2,0,0,1,1,0,0,1,1,2,1.0,1
4,2,3,0,1,1,0,1,0,0,1,1,0.0,1
4,2,4,1,0,0,1,1,0,0,1,3,1.0,2
4,2,5,0,0,1,1,1,1,0,0,1,0.0,1
4,2,6,1,1,0,0,0,0,1,1,4,1.0,2
4,2,7,0,1,1,0,1,0,0,1,2,1.0,1
4,2,8,1,0,0,1,1,0,0,1,1,1.0,1
4,2,9,1,1,0,0,0,0,1,1,1,1.0,1
4,2,10,0,1,1,0,1,0,0,1,4,0.0,2
4,2,11,1,1,0,0,1,1,0,0,1,1.0,1
4,2,12,0,0,1,1,0,0,1,1,1,0.0,1
4,2,13,1,1,0,0,1,1,0,0,1,1.0,1
4,2,14,0,0,1,1,1,1,0,0,2,1.0,1
4,2,15,0,1,1,0,0,1,1,0,2,1.0,1
4,2,16,0,0,1,1,1,1,0,0,2,1.0,1
4,2,17,0,1,1,0,1,0,0,1,4,0.0,2
4,2,18,1,0,0,1,1,0,0,1,1,1.0,1
4,2,19,0,0,1,1,1,1,0,0,2,1.0,1
4,2,20,1,0,0,1,1,0,0,1,1,1.0,1
4,2,21,0,1,1,0,1,0,0,1,1,0.0,1
4,2,22,0,0,1,1,1,1,0,0,3,1.0,2
4,2,23,0,0,1,1,1,1,0,0,2,1.0,1
4,2,24,1,1,0,0,0,0,1,1,1,1.0,1
4,2,25,0,0,1,1,1,1,0,0,2,1.0,1
4,2,26,0,1,1,0,0,1,1,0,2,1.0,1
4,2,27,1,0,0,1,1,0,0,1,1,1.0,1
4,2,28,0,0,1,1,0,0,1,1,4,1.0,2
4,2,29,0,0,1,1,1,1,0,0,2,1.0,1
4,2,30,0,1,1,0,1,0,0,1,2,1.0,1
4,2,31,0,1,1,0,0,1,1,0,2,1.0,1
4,2,32,0,1,1,0,1,0,0,1,2,1.0,1
4,2,33,0,0,1,1,0,0,1,1,2,1.0,1
4,2,34,0,1,1,0,1,0,0,1,2,1.0,1
4,2,35,1,0,0,1,1,0,0,1,1,1.0,1
4,2,36,0,0,1,1,0,0,1,1,2,1.0,1
4,2,37,1,0,0,1,0,1,1,0,1,1.0,1
4,2,38,0,0,1,1,0,0,1,1,2,1.0,1
4,2,39,0,1,1,0,0,1,1,0,1,0.0,1
4,2,40,1,1,0,0,0,0,1,1,1,1.0,1
4,2,41,0,0,1,1,1,1,0,0,2,1.0,1
4,2,42,0,1,1,0,1,0,0,1,2,1.0,1
4,2,43,0,1,1,0,1,0,0,1,2,1.0,1
4,2,44,0,1,1,0,1,0,0,1,2,1.0,1
4,2,45,1,0,0,1,1,0,0,1,1,1.0,1
4,2,46,0,1,1,0,1,0,0,1,2,1.0,1
4,2,47,0,1,1,0,1,0,0,1,2,1.0,1
4,2,48,0,1,1,0,1,0,0,1,2,1.0,1
4,2,49,0,0,1,1,0,0,1,1,2,1.0,1
4,2,50,1,1,0,0,0,0,1,1,2,0.0,1
5,1,1,0,0,1,1,1,1,0,0,3,0.0,2
5,1,2,1,0,0,1,1,0,0,1,1,1.0,1
5,1,3,1,1,0,0,0,0,1,1,2,0.0,1
5,1,4,0,0,1,1,1,1,0,0,1,1.0,1
5,1,5,1,1,0,0,1,1,0,0,0,,0
5,1,6,0,1,1,0,1,0,0,1,2,0.0,1
5,1,7,1,1,0,0,1,1,0,0,4,1.0,2
5,1,8,1,1,0,0,0,0,1,1,1,1.0,1
5,1,9,1,1,0,0,1,1,0,0,1,1.0,1
5,1,10,1,0,0,1,0,1,1,0,3,0.0,2
5,1,11,0,1,1,0,0,1,1,0,2,0.0,1
5,1,12,1,0,0,1,1,0,0,1,1,1.0,1
5,1,13,0,1,1,0,1,0,0,1,1,1.0,1
5,1,14,1,0,0,1,1,0,0,1,1,1.0,1
5,1,15,0,0,1,1,1,1,0,0,1,1.0,1
5,1,16,0,1,1,0,0,1,1,0,1,1.0,1
5,1,17,1,0,0,1,1,0,0,1,2,0.0,1
5,1,18,0,1,1,0,1,0,0,1,1,1.0,1
5,1,19,0,1,1,0,1,0,0,1,2,0.0,1
5,1,20,1,1,0,0,0,0,1,1,1,1.0,1
5,1,21,0,0,1,1,1,1,0,0,1,1.0,1
5,1,22,1,0,0,1,0,1,1,0,4,1.0,2
5,1,23,1,1,0,0,0,0,1,1,1,1.0,1
5,1,24,1,1,0,0,0,0,1,1,1,1.0,1
5,1,25,1,0,0,1,0,1,1,0,1,1.0,1
5,1,26,0,0,1,1,0,0,1,1,2,0.0,1
5,1,27,0,0,1,1,0,0,1,1,2,0.0,1
5,1,28,1,1,0,0,0,0,1,1,1,1.0,1
