trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.22,3.35,2,1,4
2,2,3,,,,3,1,3
3,1,4,1,2.97,4.25,1,1,4
4,1,3,2,3.67,5.1,2,2,3
5,1,4,3,2.42,7.63,2,2,4
6,2,4,3,2.36,3.31,2,1,4
7,2,4,3,3.71,4.77,2,1,4
8,2,4,2,6.12,7.79,1,2,4
9,2,4,4,2.94,10.65,1,2,4
10,1,3,,2.44,,4,2,3
11,1,3,4,4.15,10.14,2,2,3
12,1,3,4,3.08,5.26,2,2,3
13,2,4,2,3.81,4.69,1,2,4
14,2,3,1,2.92,4.14,2,1,3
15,2,4,3,2.34,3.34,2,1,4
16,2,3,,4.58,,4,1,3
17,1,3,,2.39,,4,2,3
18,1,3,2,3.29,4.1,2,2,3
19,1,4,3,4.09,5.84,2,2,4
20,1,3,4,2.55,3.52,2,2,3
21,1,3,3,3.67,4.5,1,1,3
22,2,4,1,2.3,3.06,2,1,4
23,1,3,3,3.33,5.67,1,1,3
24,2,4,4,2.99,4.09,1,2,4
25,1,3,3,3.5,4.26,1,1,3
26,1,3,1,2.77,3.6,1,1,3
27,1,3,3,2.73,3.54,1,1,3
28,2,4,1,2.16,2.97,2,1,4
29,2,3,3,3.84,4.63,1,2,3
30,2,3,1,2.77,3.75,2,1,3
31,1,3,1,2.6,3.83,1,1,3
32,2,4,3,2.15,3.93,2,1,4
33,1,4,4,3.93,4.8,1,1,4
34,2,4,3,3,3.67,2,1,4
35,1,4,1,3.79,4.61,1,1,4
36,2,4,3,3.6,4.24,2,1,4
37,2,3,,,,3,1,3
38,1,3,3,2.73,3.46,1,1,3
39,2,3,4,3.96,4.61,2,1,3
40,1,3,3,3.93,4.58,1,1,3
41,1,3,4,2.99,3.72,2,2,3
42,2,3,3,2.61,3.45,1,2,3
43,1,4,1,4.03,4.91,1,1,4
44,1,3,3,2.73,3.85,1,1,3
45,2,4,4,3.85,4.48,1,2,4
46,2,3,3,2.43,3.09,1,2,3
47,1,4,1,3.87,4.59,1,1,4
48,1,4,3,2.4,3.03,2,2,4
49,2,3,4,2.48,3.15,2,1,3
50,1,3,3,1.65,3.33,1,1,3
51,1,4,3,2.89,3.53,2,2,4
52,2,4,1,3.22,3.93,2,1,4
53,1,4,3,5.22,5.93,2,2,4
54,2,3,1,1.68,2.95,2,1,3
55,1,4,3,2.18,2.83,2,2,4
56,2,4,4,7.31,8.02,1,2,4
57,2,3,3,1.74,3.32,1,2,3
58,2,3,4,4.24,4.91,2,1,3
59,1,4,1,3.71,4.36,1,1,4
60,2,4,3,2.68,3.97,2,1,4
61,1,4,3,2.13,3.31,2,2,4
62,2,3,4,1.61,3.04,2,1,3
63,1,3,4,5.84,6.66,2,2,3
64,1,4,4,2.74,3.49,1,1,4
65,2,3,3,1.63,3.25,1,2,3
66,1,3,4,3.31,4.13,2,2,3
67,2,3,3,4.32,5.1,1,2,3
68,1,4,1,1.85,3.97,1,1,4
69,1,4,4,4.72,5.48,1,1,4
70,2,4,4,4.57,5.27,1,2,4
71,2,4,3,1.74,3.25,2,1,4
72,1,3,3,3.48,4.07,1,1,3
73,1,3,3,2.41,3.05,1,1,3
74,1,4,4,2.68,3.44,1,1,4
75,2,3,3,4.1,4.87,1,2,3
76,2,4,4,2.32,3.89,1,2,4
77,1,4,3,3.07,3.85,2,2,4
78,1,4,1,2.97,3.84,1,1,4
79,2,3,4,4.92,5.67,2,1,3
80,2,3,3,2.79,3.64,1,2,3
