trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,2.49,3.64,1,1,3
2,2,3,4,4.21,7.71,2,1,3
3,1,4,4,2.31,3.13,1,1,4
4,2,4,4,6.18,7.14,1,2,4
5,2,4,4,4.53,5.41,1,2,4
6,2,3,2,3.55,4.24,1,2,3
7,1,4,3,5.12,6.02,2,2,4
8,2,3,4,3.31,4.31,2,1,3
9,2,4,4,8.47,9.34,1,2,4
10,2,3,3,3.09,3.92,1,2,3
11,1,3,3,3.62,4.4,1,1,3
12,2,4,,2.67,,4,1,4
13,2,3,3,7.79,8.62,1,2,3
14,2,3,,3.09,,4,1,3
15,2,3,3,2.84,3.64,1,2,3
16,2,3,1,4.53,5.6,2,1,3
17,2,4,4,2.83,3.52,1,2,4
18,2,3,3,3.03,3.61,1,2,3
19,1,4,2,5.24,6.19,2,2,4
20,2,3,3,2.91,3.51,1,2,3
21,2,4,4,3.57,4.57,1,2,4
22,1,4,4,4.47,5.17,1,1,4
23,1,3,1,2.26,2.98,1,1,3
24,1,4,4,8.84,9.4,1,1,4
25,2,3,4,2.55,3.12,2,1,3
26,1,4,4,3.42,4.07,1,1,4
27,1,4,4,8.82,9.52,1,1,4
28,2,4,4,8.95,9.59,1,2,4
29,2,3,3,2.88,4.28,1,2,3
30,1,4,1,6.54,7.19,1,1,4
31,2,3,1,3.81,4.4,2,1,3
32,1,3,3,2.48,3.21,1,1,3
33,1,4,4,2.14,3.03,1,1,4
34,2,4,3,2.34,2.94,2,1,4
35,2,4,4,2.89,3.74,1,2,4
36,2,3,1,3.07,3.71,2,1,3
37,1,3,3,3,3.62,1,1,3
38,1,4,2,4.08,6.66,2,2,4
39,1,4,4,2.77,3.5,1,1,4
40,2,4,4,2.99,3.47,1,2,4
41,1,4,,,,3,2,4
42,2,4,4,3.39,3.9,1,2,4
43,1,4,4,6.88,7.68,1,1,4
44,2,4,2,2.47,3.24,1,2,4
45,2,3,3,4.47,5.28,1,2,3
46,1,4,1,2.83,3.53,1,1,4
47,1,4,1,5.16,6.07,1,1,4
48,2,4,4,2.99,3.63,1,2,4
49,1,4,4,3.29,3.93,1,1,4
50,1,3,3,3.72,4.34,1,1,3
51,2,4,4,3.09,3.75,1,2,4
52,1,3,3,4.11,4.75,1,1,3
53,2,3,3,2.6,3.22,1,2,3
54,1,3,3,2.42,2.91,1,1,3
55,1,3,1,3.27,4.28,1,1,3
56,1,3,3,2.79,3.48,1,1,3
57,1,3,4,3.42,4.35,2,2,3
58,1,3,3,2.28,3.05,1,1,3
59,1,4,4,4.35,5.02,1,1,4
60,1,4,4,2.89,3.42,1,1,4
61,1,4,4,7.36,8.35,1,1,4
62,1,3,1,11.55,12.63,1,1,3
63,2,3,3,7.99,8.74,1,2,3
64,1,4,1,3.99,5.58,1,1,4
65,2,4,2,8.35,9.32,1,2,4
66,1,4,4,3.71,6.68,1,1,4
67,1,4,1,6.31,7.05,1,1,4
68,2,4,2,4.05,4.84,1,2,4
69,2,4,4,3.09,4.15,1,2,4
70,1,4,2,3.52,4.32,2,2,4
71,2,4,4,3.71,4.52,1,2,4
72,2,4,2,3.64,4.39,1,2,4
73,2,3,3,4.12,4.75,1,2,3
74,1,3,1,4.63,5.17,1,1,3
75,1,4,4,2.69,3.54,1,1,4
76,2,3,3,4.66,5.45,1,2,3
77,2,4,2,3.33,3.98,1,2,4
78,2,3,4,3.81,4.72,2,1,3
79,2,3,3,4.38,4.97,1,2,3
80,2,3,1,2.21,3.39,2,1,3
81,2,3,4,2.18,3.28,2,1,3
82,2,4,2,7.81,8.57,1,2,4
83,2,4,,,,3,1,4
84,1,4,,7.44,,4,2,4
85,2,3,3,3.55,4.68,1,2,3
