,rat,brain,network,memory_size,forgetting,motivated_reward,non_motivated_reward,likelihood,trials,param_number
292,2,BrainDQN,EfficientNetwork,10000,0.1,1,0.3,3242.48430695571,1547,22
293,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.1,1,0.3,3545.6856494545937,1547,22
294,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.1,1,0.3,3906.8433198928833,1547,22
295,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,2714.7498058378696,1547,44
296,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,2879.464727625251,1547,44
297,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,4049.042479712516,1547,44
298,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,3070.4993811398745,1547,44
299,2,DQN,FullyConnectedNetwork,10000,0.1,1,0.3,3962.66749997437,1547,196
300,2,BrainDQN,FullyConnectedNetwork,10000,0.1,1,0.3,4224.883053064346,1547,196
301,2,BrainDQN,FullyConnectedNetwork,10000,0.1,1,0.3,4231.713350113481,1547,196
302,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.1,1,0.3,3458.369910771493,1547,216
303,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.1,1,0.3,3231.1896093077958,1547,216
304,2,BrainDQN,EfficientNetwork,10000,0.1,1,0.3,2565.8687476217747,1547,22
305,2,BrainDQN,EfficientNetwork,10000,0.1,1,0.3,2609.7603198885918,1547,22
306,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.1,1,0.3,3444.8695318698883,1547,22
307,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.1,1,0.3,4225.5301259458065,1547,22
308,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,2796.4041941165924,1547,44
309,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,2644.476013571024,1547,44
310,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,3366.877127510961,1547,44
311,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.1,1,0.3,2416.5514331161976,1547,44
312,1,DQN,FullyConnectedNetwork,10000,0.2,1,0,5026.526647806168,1444,196
313,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5006.379386365414,1444,196
314,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,4681.960903838277,1444,196
315,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,3618.5331227167626,1444,216
316,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4497.870921112888,1444,216
317,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,2766.86243622005,1444,22
318,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,3050.5949902310967,1444,22
319,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3285.190325677395,1444,22
320,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3438.6952253878117,1444,22
321,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2205.9510349035263,1444,44
322,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2457.5739145576954,1444,44
323,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,2571.220088303089,1444,44
324,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,2757.9863570332527,1444,44
325,1,DQN,FullyConnectedNetwork,10000,0.2,1,0,5120.377176627517,1444,196
326,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5196.182341765612,1444,196
327,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,4851.054963260889,1444,196
328,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4076.2398291581194,1444,216
329,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,3620.9674335934105,1444,216
330,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,2774.4483980089426,1444,22
331,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,3523.801878945902,1444,22
332,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3308.4981142133474,1444,22
333,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3542.9555983543396,1444,22
334,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2264.15922999382,1444,44
335,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2600.751054406166,1444,44
336,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,4034.4028687460814,1444,44
337,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,3663.6138979792595,1444,44
338,1,DQN,FullyConnectedNetwork,10000,0.2,1,0,4891.161312609911,1444,196
339,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5116.887477118522,1444,196
340,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,4929.179669037461,1444,196
341,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4080.871204742638,1444,216
342,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,3542.1995940499764,1444,216
343,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,4121.322730296291,1444,22
344,1,BrainDQN,EfficientNetwork,10000,0.2,1,0,2939.3504346460104,1444,22
345,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3619.029693648219,1444,22
346,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3623.8144471645355,1444,22
347,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2488.6918342113495,1444,44
348,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2670.2556127011776,1444,44
349,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,2840.8593180775642,1444,44
350,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,5428.279142475807,1444,44
351,2,DQN,FullyConnectedNetwork,10000,0.2,1,0,5275.581977635622,1547,196
352,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5204.545847803354,1547,196
353,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5585.300130277872,1547,196
354,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4144.468035303988,1547,216
355,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,3860.2983701378107,1547,216
356,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,3125.120083153248,1547,22
357,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,4172.320883316919,1547,22
358,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,4331.877923071384,1547,22
359,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,4611.109688311815,1547,22
360,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,4827.548792847665,1547,44
361,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,2734.7286910116673,1547,44
362,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,3179.398682177067,1547,44
363,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,3071.767735362053,1547,44
364,2,DQN,FullyConnectedNetwork,10000,0.2,1,0,5076.8992374017835,1547,196
365,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5665.222246602178,1547,196
366,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,4974.568459361792,1547,196
367,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4651.876166749513,1547,216
368,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4181.2924041943625,1547,216
369,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,3054.0870252400637,1547,22
370,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,3792.503353518434,1547,22
371,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,4200.395862370729,1547,22
372,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,4598.121103942394,1547,22
373,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,4655.764412716497,1547,44
374,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,4143.197680532932,1547,44
375,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,5010.514987742528,1547,44
376,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,2832.559326171875,1547,44
377,2,DQN,FullyConnectedNetwork,10000,0.2,1,0,6149.737050279975,1547,196
378,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,4960.192813873291,1547,196
379,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0,5547.200029209256,1547,196
380,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4328.41029617656,1547,216
381,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0,4239.6141076684,1547,216
382,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,4647.385780018885,1547,22
383,2,BrainDQN,EfficientNetwork,10000,0.2,1,0,4298.329917460913,1547,22
384,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,4178.97837138176,1547,22
385,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0,3726.3217883706093,1547,22
386,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,3024.6620677113533,1547,44
387,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0,4081.050623886287,1547,44
388,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,3290.1686867177486,1547,44
389,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0,5396.7068630529975,1547,44
390,1,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,3450.759185127914,1444,196
391,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4284.297710202634,1444,196
392,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4306.914998490363,1444,196
393,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,2994.153481880203,1444,216
394,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,2858.6364385336637,1444,216
395,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2722.428278595209,1444,22
396,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,3111.096824541688,1444,22
397,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3109.5287820398808,1444,22
398,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3493.5445370972157,1444,22
399,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2862.43320029974,1444,44
400,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2479.90245115757,1444,44
401,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2671.6508879363537,1444,44
402,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2630.3916538357735,1444,44
403,1,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,3086.9570804834366,1444,196
404,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4049.037888355553,1444,196
405,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,3842.4479622989893,1444,196
406,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3098.1998072164133,1444,216
407,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3116.9010204393417,1444,216
408,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2840.7509329020977,1444,22
409,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2488.808929681778,1444,22
410,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3261.849243283272,1444,22
411,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3035.341767668724,1444,22
412,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2475.932633638382,1444,44
413,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2827.4506388697773,1444,44
414,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,3335.7114522457123,1444,44
415,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,4329.905912434217,1444,44
416,1,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,4159.680413896218,1444,196
417,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,3512.1101105846465,1444,196
418,1,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,3589.022350590676,1444,196
419,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3204.5828983046813,1444,216
420,1,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3054.223154986277,1444,216
421,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2705.699774622917,1444,22
422,1,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2776.5463031232357,1444,22
423,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,2913.0798416137695,1444,22
424,1,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3044.053518861532,1444,22
425,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2670.671325057745,1444,44
426,1,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2743.1080745756626,1444,44
427,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,3275.9654211006127,1444,44
428,1,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2389.5313639491796,1444,44
429,2,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,4093.4050422757864,1547,196
430,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4241.25201766938,1547,196
431,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4346.739748239517,1547,196
432,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3403.2797729335725,1547,216
433,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3354.536876987666,1547,216
434,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2959.948567420244,1547,22
435,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,3570.9451572410762,1547,22
436,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3849.3306756317616,1547,22
437,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3974.010418266058,1547,22
438,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2669.82158100605,1547,44
439,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2756.932026922703,1547,44
440,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2486.3737601041794,1547,44
441,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2950.869406402111,1547,44
442,2,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,4128.957827627659,1547,196
443,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4388.553512960672,1547,196
444,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4715.4974290486425,1547,196
445,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3426.5626939088106,1547,216
446,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3517.887028923258,1547,216
447,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,3748.248436421156,1547,22
448,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,2604.8879096508026,1547,22
449,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3837.8154341876507,1547,22
450,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,4127.749467343092,1547,22
451,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2532.904216438532,1547,44
452,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2729.5329623669386,1547,44
453,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,3824.967803345062,1547,44
454,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,4107.884828184848,1547,44
455,2,DQN,FullyConnectedNetwork,10000,0.2,1,0.3,4468.350769020617,1547,196
456,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4417.523233344429,1547,196
457,2,BrainDQN,FullyConnectedNetwork,10000,0.2,1,0.3,4166.070693306625,1547,196
458,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3377.813331384212,1547,216
459,2,BrainDQN,FullyConnectedNetwork2Layers,10000,0.2,1,0.3,3357.3373291641474,1547,216
460,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,3506.0502826422453,1547,22
461,2,BrainDQN,EfficientNetwork,10000,0.2,1,0.3,3348.5617573857307,1547,22
462,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,3857.8839519917965,1547,22
463,2,BrainDQNFixedDoorAttention,EfficientNetwork,10000,0.2,1,0.3,4158.384170070291,1547,22
464,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2522.61722253263,1547,44
465,2,MotivationDependantBrainDQN,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,2812.2477019429207,1547,44
466,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,4131.764528730186,1547,44
467,2,MotivationDependantBrainDQNLateOutcomeEvaluation,SeparateMotivationAreasNetwork,10000,0.2,1,0.3,4143.143108533695,1547,44
