trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,4,3.25,11.88,1,2,4
2,1,3,1,4.86,8.22,1,1,3
3,1,4,,5.77,,4,2,4
4,2,4,4,2.16,3.14,1,2,4
5,2,3,1,2.6,3.59,1,2,3
6,2,4,2,4.85,5.99,2,1,4
7,2,3,3,2.09,3.65,2,1,3
8,1,3,,5.4,,4,2,3
9,1,3,4,3.86,4.91,1,1,3
10,1,3,4,5.56,6.54,1,1,3
11,2,4,4,3.18,7.81,1,2,4
12,2,4,4,2.81,6.86,1,2,4
13,2,4,4,2.73,6.5,1,2,4
14,1,4,4,2.14,6.32,1,1,4
15,1,4,4,3.52,8.78,1,1,4
16,1,3,1,3.58,4.48,1,1,3
17,1,3,3,4.59,5.64,2,2,3
18,2,3,4,3.62,4.54,1,2,3
19,2,3,2,2.84,3.91,2,1,3
20,2,3,3,2.83,3.64,2,1,3
21,1,4,4,2.75,7.93,1,1,4
22,2,4,4,2.28,6.46,1,2,4
23,1,3,3,5.37,6.28,2,2,3
24,1,4,4,3.52,4.39,1,1,4
25,2,3,3,3.81,4.5,2,1,3
26,1,4,4,3.17,4.29,1,1,4
27,2,3,2,2.8,3.93,2,1,3
28,1,4,4,2.23,6.55,1,1,4
29,1,3,4,3.22,5.46,1,1,3
30,1,3,1,2.98,4.05,1,1,3
31,1,3,4,5.25,6.53,1,1,3
32,1,4,1,2.71,3.75,1,1,4
33,2,4,2,2.5,3.59,2,1,4
34,1,3,4,2.45,6.83,1,1,3
35,2,3,3,2.09,3.05,2,1,3
36,1,4,4,2.63,3.52,1,1,4
37,1,4,4,1.96,5.64,1,1,4
38,1,3,3,4.88,5.7,2,2,3
39,2,4,,3.16,,4,1,4
40,2,4,2,2.83,3.8,2,1,4
41,2,4,3,3.05,3.84,2,1,4
42,1,4,2,5.49,6.45,2,2,4
43,2,3,2,2.18,3.02,2,1,3
44,1,4,1,3.69,4.8,1,1,4
45,2,3,2,4.7,5.51,2,1,3
46,2,3,4,3.65,9.35,1,2,3
47,1,3,4,3.42,4.23,1,1,3
48,2,4,4,2.5,3.27,1,2,4
49,1,4,1,2.66,3.64,1,1,4
50,1,3,3,2.5,3.54,2,2,3
51,2,4,4,2.09,7.15,1,2,4
52,1,3,3,3.52,4.43,2,2,3
53,2,3,2,4.18,5.33,2,1,3
54,2,3,3,2.25,3.11,2,1,3
55,2,3,4,2.29,6.3,1,2,3
56,2,3,4,2.97,6.49,1,2,3
57,2,4,4,2.12,2.82,1,2,4
58,1,3,1,2.2,3.1,1,1,3
59,2,3,3,2.11,3.52,2,1,3
60,1,4,4,2.56,3.25,1,1,4
61,2,4,4,2.84,3.57,1,2,4
62,1,3,1,4.45,5.46,1,1,3
63,1,3,4,2.13,2.91,1,1,3
64,1,4,4,2.75,6.85,1,1,4
65,2,4,,13.11,,4,1,4
66,2,4,4,2.32,6.67,1,2,4
67,2,4,4,2.5,3.4,1,2,4
68,1,4,4,3.4,6.7,1,1,4
69,1,3,2,10.36,11.36,2,2,3
70,1,4,1,3.13,4.13,1,1,4
71,2,4,4,2.92,7.72,1,2,4
72,1,3,4,3.73,7.81,1,1,3
73,2,3,3,2.42,3.43,2,1,3
74,1,3,4,4.62,8.31,1,1,3
75,1,4,4,2.87,6.18,1,1,4
76,1,3,,14.1,,4,2,3
77,2,3,1,5.4,6.44,1,2,3
78,2,3,2,3.96,5.06,2,1,3
79,1,3,1,3.27,4.25,1,1,3
80,2,3,1,8.27,9.28,1,2,3
81,1,3,4,3.98,4.83,1,1,3
82,2,3,2,2.99,3.95,2,1,3
83,2,4,4,4.99,5.91,1,2,4
84,1,4,4,2.4,3.27,1,1,4
85,2,3,,5.26,,4,1,3
86,1,4,1,3.06,4.03,1,1,4
87,1,4,4,3.77,7.58,1,1,4
88,2,4,1,5.46,6.42,1,2,4
89,2,4,2,3.4,4.43,2,1,4
90,2,3,2,6.59,8.04,2,1,3
91,1,3,4,2.48,5.7,1,1,3
