trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,4.42,5.71,2,2,4
2,2,3,3,8.09,8.9,1,2,3
3,1,3,2,3.3,6.46,2,2,3
4,1,3,4,2.96,4.2,2,2,3
5,1,4,1,2.72,3.85,1,1,4
6,2,3,3,3.4,4.21,1,2,3
7,2,4,4,2.67,3.54,1,2,4
8,1,3,3,5.83,6.66,1,1,3
9,1,3,1,3.03,4.01,1,1,3
10,1,3,1,6.43,7.27,1,1,3
11,2,3,4,2.94,3.86,2,1,3
12,2,3,4,2.65,3.52,2,1,3
13,2,4,2,3.14,4.1,1,2,4
14,2,3,1,2.76,3.57,2,1,3
15,1,3,3,2.12,2.96,1,1,3
16,2,4,4,2.44,3.39,1,2,4
17,2,4,4,3.09,4.06,1,2,4
18,1,4,3,4.53,5.24,2,2,4
19,1,3,1,3.18,4.18,1,1,3
20,1,4,4,3.5,4.47,1,1,4
21,2,4,1,2.49,3.28,2,1,4
22,2,4,3,2.43,3.16,2,1,4
23,1,3,3,3.03,3.85,1,1,3
24,2,3,4,2.93,3.74,2,1,3
25,1,4,1,2.29,2.93,1,1,4
26,1,3,3,2.54,3.29,1,1,3
27,1,4,4,2.15,3.02,1,1,4
28,2,4,2,4.25,5.18,1,2,4
29,2,4,3,2.25,3.23,2,1,4
30,1,3,4,3.78,4.47,2,2,3
31,2,3,4,3,3.89,2,1,3
32,1,4,4,2.99,3.81,1,1,4
33,2,3,3,2.6,3.31,1,2,3
34,1,4,2,2.48,3.45,2,2,4
35,2,4,4,3,3.91,1,2,4
36,2,4,1,3.01,3.75,2,1,4
37,1,3,3,3.38,4.11,1,1,3
38,2,3,3,3.94,4.75,1,2,3
39,2,3,4,5.16,6.03,2,1,3
40,1,3,1,2.31,3.08,1,1,3
41,2,3,3,3.42,4.2,1,2,3
42,2,3,4,4.63,5.41,2,1,3
43,1,3,4,4.49,5.29,2,2,3
44,2,4,1,3,3.76,2,1,4
45,1,4,4,4.07,4.99,1,1,4
46,1,4,1,3.38,4.06,1,1,4
47,2,3,3,2.21,2.97,1,2,3
48,1,4,1,7.42,8.22,1,1,4
49,1,4,4,2.92,3.92,1,1,4
50,2,3,2,2.29,3.16,1,2,3
51,1,3,4,3.76,4.65,2,2,3
52,2,4,4,2.1,2.93,1,2,4
53,1,4,3,4.36,5.18,2,2,4
54,2,3,3,2.68,3.38,1,2,3
55,1,4,4,2.11,2.94,1,1,4
56,2,3,3,2.74,3.43,1,2,3
57,1,3,4,2.37,3.16,2,2,3
58,2,3,4,3.35,4.17,2,1,3
59,2,4,4,3.32,4.11,1,2,4
60,1,3,4,3.89,4.68,2,2,3
61,2,3,1,2.12,2.82,2,1,3
62,1,4,4,3.67,4.52,1,1,4
63,2,3,4,2.85,3.71,2,1,3
64,2,4,3,7.21,8.08,2,1,4
65,2,4,4,2.34,3.16,1,2,4
66,1,4,4,2.52,3.54,1,1,4
67,2,3,4,3.97,4.88,2,1,3
68,2,4,4,3.19,4.15,1,2,4
69,1,3,3,3.5,4.23,1,1,3
70,1,4,4,3.62,4.42,1,1,4
71,2,3,4,3.39,4.26,2,1,3
72,2,4,4,3.07,3.86,1,2,4
73,2,4,1,2.16,2.87,2,1,4
74,1,3,4,2.63,3.38,2,2,3
75,2,3,3,2.76,3.51,1,2,3
76,1,3,2,3.06,3.82,2,2,3
77,1,4,3,2.74,3.39,2,2,4
78,2,3,3,3.01,3.8,1,2,3
79,2,3,4,2.7,3.48,2,1,3
80,1,3,3,2.92,4.19,1,1,3
