trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,2.46,3.89,2,2,4
2,2,4,4,2.87,3.8,1,2,4
3,2,3,4,2.3,2.82,2,1,3
4,1,4,3,6.53,7.19,2,2,4
5,2,3,2,2.63,3.97,1,2,3
6,2,3,,,,3,1,3
7,2,4,2,9.81,10.7,1,2,4
8,1,3,3,2.85,3.66,1,1,3
9,1,4,4,3.23,4.28,1,1,4
10,1,4,4,2.26,2.88,1,1,4
11,1,4,4,3.02,3.66,1,1,4
12,2,3,2,4.11,4.85,1,2,3
13,1,3,2,2.69,3.6,2,2,3
14,2,4,3,3.54,4.2,2,1,4
15,1,3,2,3.88,4.65,2,2,3
16,1,3,4,5.35,6.3,2,2,3
17,1,4,3,3.01,3.72,2,2,4
18,2,4,4,3.36,4.36,1,2,4
19,2,3,2,3.13,3.72,1,2,3
20,1,3,1,3.3,4.21,1,1,3
21,2,3,1,3.37,4.06,2,1,3
22,1,4,4,3.16,3.91,1,1,4
23,2,4,,2.04,,4,1,4
24,2,4,4,6.15,6.87,1,2,4
25,1,3,3,2.36,3.11,1,1,3
26,1,4,4,2.33,3.02,1,1,4
27,1,3,4,3.62,4.43,2,2,3
28,1,3,3,3.32,4,1,1,3
29,2,3,4,3.29,3.94,2,1,3
30,1,3,3,2.97,3.64,1,1,3
31,1,4,3,3.01,3.64,2,2,4
32,1,4,4,3.82,4.52,1,1,4
33,2,3,4,2.24,2.87,2,1,3
34,2,4,4,2.75,3.38,1,2,4
35,1,3,3,2.65,3.33,1,1,3
36,2,3,3,2.56,3.33,1,2,3
37,2,3,1,3.54,4.19,2,1,3
38,1,4,3,3.3,3.95,2,2,4
39,2,4,4,2.1,2.74,1,2,4
40,1,4,4,3.27,3.94,1,1,4
41,1,3,4,2.41,3,2,2,3
42,1,4,3,3,3.67,2,2,4
43,1,4,4,2.65,3.22,1,1,4
44,2,4,3,2.7,3.41,2,1,4
45,1,3,,,,3,2,3
46,1,3,4,2.52,3.29,2,2,3
47,1,4,3,2.98,3.62,2,2,4
48,2,4,4,3.21,3.86,1,2,4
49,1,3,1,2.66,3.44,1,1,3
50,1,4,3,2.88,3.63,2,2,4
51,2,3,4,2.08,2.72,2,1,3
52,2,3,2,4.56,5.32,1,2,3
53,2,4,3,5.37,6.15,2,1,4
54,1,4,4,2.65,3.39,1,1,4
55,1,4,4,2.24,2.87,1,1,4
56,1,3,3,4.51,5.19,1,1,3
57,1,4,3,3.22,3.81,2,2,4
58,2,4,4,5.38,6.71,1,2,4
59,1,3,1,2.03,2.67,1,1,3
60,1,3,3,2.79,3.47,1,1,3
61,2,3,4,2.42,3.58,2,1,3
62,2,3,4,3.58,4.29,2,1,3
63,2,3,3,3.22,3.87,1,2,3
64,2,4,3,2.95,3.56,2,1,4
65,1,3,4,2.77,3.95,2,2,3
66,2,3,2,2.81,3.49,1,2,3
67,2,3,3,5.63,6.33,1,2,3
68,2,4,4,4.53,5.16,1,2,4
69,2,4,3,4.15,4.8,2,1,4
70,2,4,3,2.42,3.19,2,1,4
71,2,4,4,2.83,3.5,1,2,4
72,1,3,3,2.87,3.46,1,1,3
73,1,3,1,2.47,3.27,1,1,3
74,1,4,3,2.62,3.35,2,2,4
75,1,4,3,2.3,3.06,2,2,4
76,2,3,3,2.8,3.53,1,2,3
77,1,4,4,3.35,4.02,1,1,4
78,2,3,3,2.81,3.46,1,2,3
79,1,4,4,2.47,3.11,1,1,4
80,2,4,4,3.36,4.04,1,2,4
81,1,4,3,2.25,2.84,2,2,4
82,2,3,4,4.94,5.74,2,1,3
83,2,3,4,3.44,4.63,2,1,3
84,1,3,3,2.63,3.36,1,1,3
85,2,3,4,2.94,3.89,2,1,3
86,2,4,4,2.68,3.39,1,2,4
87,1,3,3,3.42,4,1,1,3
88,2,3,4,2.47,3.11,2,1,3
89,1,3,4,2.19,3.44,2,2,3
90,1,4,1,2.32,2.95,1,1,4
91,2,4,3,3.29,3.97,2,1,4
92,2,4,4,3.92,5.18,1,2,4
93,2,4,2,2.61,3.36,1,2,4
94,2,3,3,2.81,3.51,1,2,3
95,1,3,3,4.88,5.55,1,1,3
96,2,4,3,3.23,3.84,2,1,4
97,2,3,3,3.37,4.05,1,2,3
98,1,3,3,3.3,3.93,1,1,3
99,2,3,4,4.28,5.31,2,1,3
100,1,4,2,4.72,5.35,2,2,4
101,2,3,3,4.38,5.02,1,2,3
102,1,3,3,4.18,4.88,1,1,3
103,1,3,3,2.82,3.48,1,1,3
