trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,2,3.98,5.35,1,2,3
2,1,3,4,3.96,5.01,2,2,3
3,2,3,3,2.78,3.7,1,2,3
4,1,4,4,2.71,3.47,1,1,4
5,1,3,2,3.99,4.65,2,2,3
6,2,4,3,2.35,3.01,2,1,4
7,1,3,1,2.81,4.06,1,1,3
8,1,3,4,2.91,3.72,2,2,3
9,2,4,3,2.49,3.27,2,1,4
10,2,4,4,2.17,2.79,1,2,4
11,1,4,2,2.49,3.32,2,2,4
12,2,4,4,2.98,3.83,1,2,4
13,1,4,1,2.01,2.8,1,1,4
14,2,3,4,2.02,2.75,2,1,3
15,2,3,3,3.16,3.98,1,2,3
16,2,4,1,2.12,2.98,2,1,4
17,1,4,4,2.81,3.71,1,1,4
18,1,4,3,3.09,3.74,2,2,4
19,2,4,4,2.99,3.75,1,2,4
20,1,4,3,2.07,2.83,2,2,4
21,1,3,4,2.85,3.83,2,2,3
22,1,3,1,2.35,3.16,1,1,3
23,2,3,3,3.17,3.96,1,2,3
24,1,4,4,3.29,4.14,1,1,4
25,1,3,1,3.04,3.9,1,1,3
26,2,4,4,3.3,4.11,1,2,4
27,2,4,4,2.11,2.91,1,2,4
28,2,4,4,2.79,5.51,1,2,4
29,2,4,3,2.68,3.46,2,1,4
30,1,3,4,3.48,4.33,2,2,3
31,2,3,4,2.39,3.16,2,1,3
32,1,4,4,2.57,3.45,1,1,4
33,2,4,4,3.26,4.13,1,2,4
34,2,3,4,2.53,3.39,2,1,3
35,1,3,3,2.77,3.5,1,1,3
36,2,4,4,7.28,11.3,,1,4
37,2,3,4,2.31,3.15,2,1,3
38,1,4,3,3.04,3.71,2,2,4
39,2,3,1,2.46,3.18,2,1,3
40,1,4,4,3.73,4.24,1,1,4
41,1,3,3,3.59,4.3,1,1,3
42,2,4,4,3.32,4.32,1,2,4
43,1,3,4,3.86,4.69,2,2,3
44,1,3,3,4.33,5.01,1,1,3
45,2,4,4,2.59,3.45,1,2,4
46,1,3,2,2.24,3.13,2,2,3
47,2,4,4,3.3,4.15,1,2,4
48,1,4,3,2.06,2.87,2,2,4
49,2,3,4,2.91,3.84,2,1,3
50,1,3,3,2.74,3.53,1,1,3
51,1,3,1,2.83,3.55,1,1,3
52,2,4,4,2.45,3.35,1,2,4
53,2,4,4,2.44,3.32,1,2,4
54,1,3,3,2.67,3.5,1,1,3
55,1,3,3,2.63,3.4,1,1,3
56,2,4,4,2.89,3.77,1,2,4
57,2,4,4,2.52,3.3,1,2,4
58,2,3,3,4.55,5.25,1,2,3
59,2,4,4,3.8,4.64,1,2,4
60,1,4,3,3.43,4.06,2,2,4
61,1,3,4,3.17,4.01,2,2,3
62,2,3,3,4.22,4.96,1,2,3
63,2,4,4,3.76,4.63,1,2,4
64,1,3,3,2.27,2.94,1,1,3
65,2,4,3,3.89,4.65,2,1,4
66,2,4,4,7.13,7.89,1,2,4
67,1,4,3,3.58,4.27,2,2,4
68,1,3,1,3.23,3.98,1,1,3
69,1,3,4,2.96,3.82,2,2,3
70,2,3,3,5.12,5.91,1,2,3
71,1,3,4,2.83,3.77,2,2,3
72,1,3,3,3.61,4.29,1,1,3
73,2,3,2,4.81,5.48,1,2,3
74,1,4,3,4.79,5.43,2,2,4
75,1,3,4,4.54,5.4,2,2,3
76,2,4,3,3.12,3.87,2,1,4
77,2,3,3,5.08,5.71,1,2,3
78,1,4,,,,3,2,4
79,1,3,4,2.36,3.28,2,2,3
80,1,4,3,3.93,4.72,2,2,4
81,2,3,4,3.01,4.02,2,1,3
82,2,4,2,3.45,4.26,1,2,4
83,2,4,3,2.81,3.6,2,1,4
84,1,3,3,3.22,3.98,1,1,3
85,2,4,4,8.58,9.54,1,2,4
86,2,4,4,8.52,9.39,1,2,4
87,1,4,4,8.73,9.53,1,1,4
88,2,3,1,3.19,3.96,2,1,3
89,2,4,4,6.55,7.46,1,2,4
90,2,4,2,3.49,4.36,1,2,4
91,1,3,4,3.98,4.81,2,2,3
92,2,3,3,6.64,7.48,1,2,3
93,2,4,4,9.21,9.97,1,2,4
94,1,4,3,2.82,3.54,2,2,4
95,1,4,1,2.17,2.88,1,1,4
96,2,3,4,2.89,3.63,2,1,3
97,2,3,1,5.32,6.39,2,1,3
98,2,4,4,2.74,3.52,1,2,4
99,1,4,3,10.31,11.06,2,2,4
100,1,3,1,2.23,2.89,1,1,3
101,1,3,1,3.9,4.74,1,1,3
