trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,2,3,4.1,1,2,4
2,2,4,3,2.99,3.77,2,1,4
3,2,4,2,2.32,3.17,1,2,4
4,1,4,4,3.96,3.96,1,1,4
5,1,3,2,2.82,3.61,2,2,3
6,1,4,1,2,2.77,1,1,4
7,2,4,4,2.98,2.98,1,2,4
8,1,3,2,2.59,3.45,2,2,3
9,1,3,1,3.1,3.77,1,1,3
10,2,4,3,2.61,3.43,2,1,4
11,2,4,1,2,2.75,2,1,4
12,2,4,4,4.03,4.03,1,2,4
13,2,4,4,4.31,4.31,1,2,4
14,1,4,4,3.26,3.26,1,1,4
15,2,4,3,3.44,4.02,2,1,4
16,1,4,3,3,4.54,2,2,4
17,2,4,2,2.58,3.16,1,2,4
18,2,4,2,2.11,2.88,1,2,4
19,2,4,4,3.52,3.52,1,2,4
20,1,3,2,2.76,3.67,2,2,3
21,2,4,4,3,3,1,2,4
22,2,3,3,2.66,3.32,1,2,3
23,1,3,2,3.08,3.93,2,2,3
24,2,4,4,5.62,5.62,1,2,4
25,1,3,4,4.31,4.31,2,2,3
26,2,3,2,2.57,3.42,1,2,3
27,2,4,4,4.3,4.3,1,2,4
28,2,3,2,2.32,3.11,1,2,3
29,2,3,1,2.74,3.27,2,1,3
30,2,4,4,3.85,3.85,1,2,4
31,1,4,3,2.96,3.75,2,2,4
32,1,4,2,2.63,3.38,2,2,4
33,1,3,4,3.45,3.45,2,2,3
34,1,4,2,3.56,4.66,2,2,4
35,1,3,1,3.83,4.68,1,1,3
36,1,3,4,3.4,3.4,2,2,3
37,2,3,3,2.68,3.41,1,2,3
38,1,4,2,3.24,4.05,2,2,4
39,2,3,4,3.66,3.66,2,1,3
40,2,3,4,3.79,4.48,2,1,3
41,2,3,2,3.02,3.76,1,2,3
42,2,4,4,2.78,3.64,1,2,4
43,2,4,3,3.63,4.3,2,1,4
44,1,4,1,2.23,2.88,1,1,4
45,1,4,4,3.53,3.53,1,1,4
46,1,4,2,3.12,3.88,2,2,4
47,1,4,4,3.42,3.42,1,1,4
48,1,4,2,2.77,3.58,2,2,4
49,2,3,1,2.55,3.28,2,1,3
50,2,3,3,3.38,4.17,1,2,3
51,2,3,3,2.96,3.59,1,2,3
52,2,3,1,3.61,4.42,2,1,3
53,2,3,4,3.59,3.59,2,1,3
54,2,4,3,2.93,3.63,2,1,4
55,2,3,4,4.15,4.15,2,1,3
56,1,3,3,2.96,3.71,1,1,3
57,1,4,1,2.69,3.39,1,1,4
58,1,3,4,3.75,3.75,2,2,3
59,1,3,3,2.83,3.58,1,1,3
60,2,4,2,2.48,3.28,1,2,4
61,2,3,4,3.27,3.27,2,1,3
62,2,3,3,2.72,3.55,1,2,3
63,2,3,1,3.76,4.51,2,1,3
64,1,4,4,4.23,4.23,1,1,4
65,1,4,3,2.89,3.59,2,2,4
66,1,3,2,2.28,3.13,2,2,3
67,1,4,4,4.23,4.23,1,1,4
68,1,4,2,2.57,3.4,2,2,4
69,1,3,4,3.22,3.22,2,2,3
70,1,4,3,3.15,5,2,2,4
71,1,3,1,7.88,8.43,1,1,3
72,1,4,,,,3,2,4
73,2,4,4,5.39,5.39,1,2,4
74,2,4,3,3.1,4,2,1,4
75,1,4,1,2.28,3.1,1,1,4
76,1,3,3,3.12,3.9,1,1,3
77,1,3,4,4.13,4.13,2,2,3
78,1,3,3,2.12,2.81,1,1,3
79,2,4,2,7.82,8.83,1,2,4
80,1,3,4,3.18,3.18,2,2,3
81,1,4,3,4.73,5.47,2,2,4
82,2,3,2,2.6,3.46,1,2,3
83,1,4,4,3.79,3.79,1,1,4
84,2,4,2,3.22,4.09,1,2,4
85,2,3,4,4.67,4.67,2,1,3
86,1,3,3,8.29,9.03,1,1,3
87,2,3,2,3.36,4.19,1,2,3
88,1,4,1,2.46,3.18,1,1,4
89,1,3,4,3.8,3.8,2,2,3
90,1,4,3,2.38,3.07,2,2,4
91,1,3,1,3.58,4.36,1,1,3
92,1,4,3,3.41,4.17,2,2,4
93,2,3,4,7.42,7.42,2,1,3
94,1,3,3,3.34,4.04,1,1,3
95,2,4,,4.34,,4,1,4
96,2,3,1,4.51,5.18,2,1,3
97,2,4,4,4.34,4.34,1,2,4
98,2,3,3,2.49,3.23,1,2,3
99,2,4,1,2.12,2.92,2,1,4
100,1,3,4,3.41,3.41,2,2,3
101,2,3,3,3.31,4.04,1,2,3
102,1,3,3,3.14,3.85,1,1,3
