trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,4,2.85,4.59,1,1,4
2,2,3,2,4.4,5.68,1,2,3
3,1,4,4,2.29,3.73,1,1,4
4,1,4,4,1.96,2.88,1,1,4
5,1,4,,2.57,,4,2,4
6,1,4,,2.39,,4,2,4
7,1,3,3,2.81,4.27,1,1,3
8,2,4,1,4.09,5.38,2,1,4
9,2,3,3,2.87,3.8,1,2,3
10,2,4,3,3.55,4.32,2,1,4
11,1,4,4,2,3.06,1,1,4
12,1,3,3,3.42,10.55,1,1,3
13,2,4,2,2.83,4.4,1,2,4
14,2,3,1,5.04,6.22,2,1,3
15,2,3,2,2.93,3.91,1,2,3
16,1,4,4,3.29,4.31,1,1,4
17,1,4,4,2.44,9.44,1,1,4
18,1,3,2,2.9,4,2,2,3
19,2,3,1,4.15,5.08,2,1,3
20,1,3,4,2.39,3.4,2,2,3
21,2,3,3,3.24,9.38,1,2,3
22,2,4,,2.6,,4,1,4
23,1,4,3,3.52,8.84,2,2,4
24,1,3,3,2.57,3.87,1,1,3
25,1,4,4,2.18,8.41,1,1,4
26,2,3,2,3.58,4.44,1,2,3
27,1,4,3,2.9,4.37,2,2,4
28,2,3,3,2.39,10.29,1,2,3
29,2,4,3,3.11,6.91,2,1,4
30,2,4,4,2.25,10.5,1,2,4
31,1,3,1,2.93,4.15,1,1,3
32,1,3,1,3.05,4.51,1,1,3
33,2,4,3,3.23,4.84,2,1,4
34,2,3,,,,3,1,3
35,2,4,3,5.54,6.99,2,1,4
36,1,4,3,2.42,6.32,2,2,4
37,2,4,4,2.26,3.51,1,2,4
38,1,3,4,3.52,4.35,2,2,3
39,1,4,1,2.02,3.97,1,1,4
40,1,4,1,2.04,2.91,1,1,4
41,1,4,3,2.41,3.66,2,2,4
42,2,4,,2.45,,4,1,4
43,2,4,,3.41,,4,1,4
44,1,4,4,2.22,3.41,1,1,4
45,2,4,4,2.98,11.23,1,2,4
46,2,3,4,3.63,4.45,2,1,3
47,2,3,2,3.89,6.33,1,2,3
48,1,4,4,2.17,9.59,1,1,4
49,1,3,1,2.62,3.81,1,1,3
50,2,4,4,2.14,10.98,1,2,4
51,2,4,,2.71,,4,1,4
52,2,3,,3.93,,4,1,3
53,2,3,4,2.24,6.73,2,1,3
54,2,3,2,4.24,5.2,1,2,3
55,2,3,2,2.2,3.15,1,2,3
56,2,4,4,2.26,3.1,1,2,4
57,2,4,4,2.18,8.67,1,2,4
58,2,4,4,2.68,8.99,1,2,4
59,1,4,1,3.36,4.5,1,1,4
60,2,3,4,3.03,6.2,2,1,3
61,2,4,4,2.85,9.49,1,2,4
62,2,4,4,2.87,10.49,1,2,4
63,1,4,,2.98,,4,2,4
64,1,4,4,3.07,3.92,1,1,4
65,2,4,2,3.34,4.47,1,2,4
66,2,3,,2.18,,4,1,3
67,2,4,2,4.68,5.53,1,2,4
68,2,4,4,2.34,9.27,1,2,4
69,2,4,4,3.03,10.78,1,2,4
70,2,4,,3,,4,1,4
71,1,4,2,2.94,5.87,2,2,4
72,2,3,,4.09,,4,1,3
73,2,3,,2.51,,4,1,3
74,2,4,,2.66,,4,1,4
75,1,4,,2.29,,4,2,4
76,1,3,2,2.54,4.54,2,2,3
77,2,3,3,3.32,7.1,1,2,3
78,2,3,2,2.15,3.31,1,2,3
79,1,3,4,2.45,7.41,2,2,3
80,2,3,2,4.62,5.77,1,2,3
81,1,3,3,2.28,4.5,1,1,3
82,1,4,4,2.11,7.14,1,1,4
83,2,4,4,2.97,4.37,1,2,4
84,1,4,,2.32,,4,2,4
85,2,4,,2.99,,4,1,4
86,2,3,2,5.93,7.07,1,2,3
87,1,4,4,3.68,10.71,1,1,4
88,2,3,2,1.99,2.98,1,2,3
89,1,3,3,3.05,3.92,1,1,3
90,2,4,4,2.64,3.57,1,2,4
91,1,4,4,2.51,3.95,1,1,4
92,2,4,4,2.49,7.63,1,2,4
