trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,2.81,4.03,1,1,3
2,2,4,2,3.08,4.41,1,2,4
3,2,4,2,2.83,4.03,1,2,4
4,2,3,4,2.96,4.41,2,1,3
5,1,3,1,2.76,3.91,1,1,3
6,2,4,3,3.13,4.13,2,1,4
7,2,3,4,2.51,3.61,2,1,3
8,2,4,1,3.29,4.33,2,1,4
9,2,4,2,2.52,3.65,1,2,4
10,2,4,2,3.33,4.18,1,2,4
11,2,3,4,2.86,4.28,2,1,3
12,2,3,4,2.5,3.71,2,1,3
13,1,4,2,2.2,3.22,2,2,4
14,1,4,3,2.03,3.09,2,2,4
15,1,3,4,2.38,4.3,2,2,3
16,2,4,2,2.52,3.36,1,2,4
17,1,4,1,2.97,4.27,1,1,4
18,2,3,2,2.12,3.16,1,2,3
19,1,4,4,2.79,3.59,1,1,4
20,1,3,1,3.47,4.49,1,1,3
21,2,4,3,2.77,3.75,2,1,4
22,1,4,4,3.31,4.36,1,1,4
23,2,3,4,3.12,3.99,2,1,3
24,1,4,3,2.17,3.05,2,2,4
25,2,4,2,4.09,4.87,1,2,4
26,1,4,1,2.58,3.49,1,1,4
27,2,4,3,2.92,3.96,2,1,4
28,1,3,4,1.99,2.79,2,2,3
29,2,3,2,2.6,3.49,1,2,3
30,2,4,1,2.6,3.24,2,1,4
31,2,3,2,2.56,3.43,1,2,3
32,2,4,4,2.78,3.56,1,2,4
33,2,3,3,2.66,3.44,1,2,3
34,1,4,4,2.93,4.56,1,1,4
35,2,4,3,2.72,3.49,2,1,4
36,2,3,4,2.37,3.63,2,1,3
37,1,4,4,2.47,3.6,1,1,4
38,1,4,4,2.73,3.73,1,1,4
39,1,3,4,2.6,3.38,2,2,3
40,1,3,1,2.17,3.09,1,1,3
41,2,4,4,2.68,3.84,1,2,4
42,1,4,4,1.99,3.18,1,1,4
43,1,4,4,2.58,3.9,1,1,4
44,1,4,4,3.76,4.96,1,1,4
45,2,4,3,3.93,4.74,2,1,4
46,2,4,2,4.1,5.04,1,2,4
47,2,4,4,3.13,4.67,1,2,4
48,1,3,1,2.11,3.24,1,1,3
49,1,3,2,3.13,4.19,2,2,3
50,2,4,4,2.71,3.73,1,2,4
51,1,3,2,2.23,3.13,2,2,3
52,2,3,4,2.22,3.35,2,1,3
53,1,3,4,3.04,4.39,2,2,3
54,1,4,3,3.19,4.09,2,2,4
55,1,3,3,2.75,3.59,1,1,3
56,2,3,1,2.1,3.5,2,1,3
57,1,4,3,2.77,3.49,2,2,4
58,1,3,3,3.25,4.12,1,1,3
59,2,4,2,2.34,3.28,1,2,4
60,2,3,3,2.99,3.92,1,2,3
61,2,3,3,3.18,4.08,1,2,3
62,2,3,4,7.07,8,2,1,3
63,2,4,4,3.82,4.98,1,2,4
64,2,3,4,2.29,3.84,2,1,3
65,2,3,1,3.43,4.79,2,1,3
66,1,4,4,2.04,3.08,1,1,4
67,2,4,4,2.03,3.26,1,2,4
68,1,4,4,2.59,3.42,1,1,4
69,1,4,1,2.28,3.75,1,1,4
70,1,3,4,3.49,4.36,2,2,3
71,2,4,4,3.4,4.72,1,2,4
72,1,3,1,5.07,5.97,1,1,3
73,2,4,4,2.92,4.13,1,2,4
74,2,3,2,3.33,4.31,1,2,3
75,1,4,4,4.83,5.96,1,1,4
76,2,3,2,2.77,3.64,1,2,3
77,1,3,1,3.57,4.58,1,1,3
78,1,3,4,2.46,3.53,2,2,3
79,2,3,2,2.09,2.97,1,2,3
80,1,4,3,4.12,5.15,2,2,4
