trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,3,4.66,5.6,2,1,3
2,2,4,1,6.13,7.31,1,2,4
3,1,3,4,3.56,4.43,1,1,3
4,2,3,2,2.46,3.35,2,1,3
5,1,4,3,2.52,3.15,2,2,4
6,1,4,3,4.77,5.33,2,2,4
7,2,3,4,3.89,4.48,1,2,3
8,2,4,4,3.55,4.11,1,2,4
9,2,4,4,2.55,3.29,1,2,4
10,1,4,3,6.46,7.03,2,2,4
11,2,4,4,3.11,3.72,1,2,4
12,2,3,4,2.96,3.56,1,2,3
13,2,3,4,2.74,3.34,1,2,3
14,2,3,4,3.08,3.68,1,2,3
15,1,4,4,2.7,3.28,1,1,4
16,1,3,4,2.28,2.83,1,1,3
17,1,4,4,3.07,3.66,1,1,4
18,1,4,3,2.27,2.86,2,2,4
19,1,4,4,2.69,3.32,1,1,4
20,1,3,4,2.84,3.45,1,1,3
21,1,3,3,3.49,4.06,2,2,3
22,1,4,4,2.42,3.03,1,1,4
23,2,4,4,2.45,3.08,1,2,4
24,1,4,4,3.13,3.7,1,1,4
25,1,4,4,3.22,3.79,1,1,4
26,1,4,3,2.78,3.38,2,2,4
27,2,4,4,3.11,3.7,1,2,4
28,2,3,4,3.11,3.85,1,2,3
29,2,4,4,5.18,5.78,1,2,4
30,1,4,4,2.4,2.94,1,1,4
31,1,3,4,2.68,3.28,1,1,3
32,2,3,4,1.98,2.54,1,2,3
33,2,4,4,2.33,2.92,1,2,4
34,2,3,4,2.66,3.27,1,2,3
35,1,3,4,2.93,3.52,1,1,3
36,2,4,4,2.56,3.14,1,2,4
37,2,4,3,3.46,4,2,1,4
38,2,3,4,5.07,5.73,1,2,3
39,1,4,4,4.53,5.08,1,1,4
40,1,4,1,5.33,6.02,1,1,4
41,2,3,4,2.96,3.5,1,2,3
42,2,3,4,3.27,3.85,1,2,3
43,2,3,1,3.23,3.96,1,2,3
44,1,4,4,2.15,2.72,1,1,4
45,1,3,4,2.59,3.15,1,1,3
46,2,3,,,,3,1,3
47,1,4,4,2.86,3.51,1,1,4
48,1,3,2,3.32,4.06,2,2,3
49,2,4,4,4.28,4.85,1,2,4
50,1,4,1,4.4,4.94,1,1,4
51,2,4,4,3.35,3.98,1,2,4
52,1,3,4,3.17,3.75,1,1,3
53,2,3,4,4.17,5.36,1,2,3
54,1,3,4,4.59,5.14,1,1,3
55,1,3,4,4.36,4.97,1,1,3
56,2,4,1,2.63,3.25,1,2,4
57,1,4,4,3.43,4.03,1,1,4
58,2,4,4,2.3,2.87,1,2,4
59,2,3,4,2.56,3.12,1,2,3
60,2,3,4,2.72,3.3,1,2,3
61,2,4,1,2.38,2.95,1,2,4
62,1,4,4,2.64,3.24,1,1,4
63,1,4,4,3.83,4.42,1,1,4
64,1,4,4,2.62,3.21,1,1,4
65,1,4,3,4.16,4.93,2,2,4
66,2,4,3,2.48,4.23,2,1,4
67,2,3,2,2.18,2.79,2,1,3
68,1,4,1,3.95,4.55,1,1,4
69,1,3,,,,3,2,3
70,1,3,4,2.87,3.79,1,1,3
71,2,3,4,3.75,4.36,1,2,3
72,1,4,4,2.57,3.16,1,1,4
73,2,3,4,2.45,3.05,1,2,3
74,2,4,1,2.58,3.23,1,2,4
75,2,3,4,2.02,2.62,1,2,3
76,1,4,3,3.1,3.74,2,2,4
77,2,4,1,3.25,3.87,1,2,4
78,1,3,4,2.03,2.61,1,1,3
79,2,3,4,2.02,2.58,1,2,3
80,2,3,4,2.47,3.09,1,2,3
81,2,4,4,3.45,4.04,1,2,4
82,1,3,1,6.49,7.2,1,1,3
