stage,stage_name,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
1,ODOR1,4,14.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,4,15.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,4,16.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
1,ODOR1,4,17.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,ODOR1,4,18.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
1,ODOR1,4,19.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,20.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,21.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,22.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,23.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,24.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,25.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,4,26.0,-1,-1,0,1,1,0,-1,-1,2.0,0.0
1,ODOR1,4,27.0,-1,-1,0,1,-1,-1,1,0,2.0,0.0
1,ODOR1,4,28.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,4,29.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,30.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,4,31.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,4,32.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,4,33.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,4,34.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,4,35.0,0,1,-1,-1,1,0,-1,-1,1.0,0.0
1,ODOR1,4,36.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,4,37.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,4,38.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,4,39.0,0,1,-1,-1,1,0,-1,-1,1.0,0.0
1,ODOR1,4,40.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,41.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,4,42.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,4,43.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,44.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
1,ODOR1,4,45.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,46.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,ODOR1,4,47.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,4,48.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,4,49.0,-1,-1,-1,-1,0,1,1,0,,
1,ODOR1,4,50.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
1,ODOR1,4,51.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,52.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
1,ODOR1,4,53.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,4,54.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,ODOR1,4,55.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,ODOR1,4,56.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,4,57.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,ODOR1,4,58.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,59.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,ODOR1,4,60.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,4,61.0,-1,-1,-1,-1,0,0,1,1,,
1,ODOR1,4,62.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,63.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,4,64.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,65.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,4,66.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,4,67.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,4,68.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,69.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,70.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,4,71.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,ODOR1,4,72.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,ODOR1,4,73.0,-1,-1,0,1,1,0,-1,-1,2.0,0.0
1,ODOR1,4,74.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,4,75.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,4,76.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,4,77.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,4,78.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,79.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,80.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,4,81.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,4,82.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,ODOR1,4,83.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,84.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
1,ODOR1,4,85.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,86.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
1,ODOR1,4,87.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,4,88.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,4,89.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,ODOR1,4,90.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,4,91.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,4,92.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,93.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,ODOR1,4,94.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,4,95.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,4,96.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,4,97.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,4,42.0,-1,-1,-1,-1,-1,-1,-1,-1,,
1,ODOR1,5,1.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,2.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,5,3.0,-1,-1,-1,-1,1,0,0,1,4.0,0.0
1,ODOR1,5,4.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,5,5.0,-1,-1,-1,-1,0,1,1,0,,
1,ODOR1,5,6.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
1,ODOR1,5,7.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,5,8.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,9.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,5,10.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,5,11.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,12.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
1,ODOR1,5,13.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,ODOR1,5,14.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,5,15.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,ODOR1,5,16.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,5,17.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,5,18.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,5,19.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,5,20.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,21.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,ODOR1,5,22.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,5,23.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,24.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,25.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,5,26.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,ODOR1,5,27.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,5,28.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,ODOR1,5,29.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,5,30.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,5,31.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,ODOR1,5,32.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,ODOR1,5,33.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,34.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,5,35.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
1,ODOR1,5,36.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,ODOR1,5,37.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
1,ODOR1,5,38.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
1,ODOR1,5,39.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,ODOR1,5,40.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,5,41.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,ODOR1,5,42.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,5,43.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,5,44.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
1,ODOR1,5,45.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
1,ODOR1,5,46.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,ODOR1,5,47.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,48.0,1,0,0,1,-1,-1,-1,-1,2.0,0.0
1,ODOR1,5,49.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,5,50.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,ODOR1,5,51.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,ODOR1,5,52.0,1,0,0,1,-1,-1,-1,-1,2.0,0.0
1,ODOR1,5,53.0,1,0,-1,-1,0,1,-1,-1,4.0,0.0
1,ODOR1,5,54.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,5,55.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,ODOR1,5,56.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,ODOR1,5,57.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,5,58.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,59.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,5,60.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,ODOR1,5,61.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,5,62.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,63.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,ODOR1,5,64.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,ODOR1,5,65.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
1,ODOR1,5,66.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,ODOR1,5,67.0,0,1,1,0,-1,-1,-1,-1,1.0,0.0
1,ODOR1,5,68.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,ODOR1,5,69.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,ODOR1,5,70.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,ODOR1,5,71.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,ODOR1,5,42.0,-1,-1,-1,-1,-1,-1,-1,-1,,
2,ODOR2,1,1.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,1,2.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,3.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,4.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,ODOR2,1,5.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
2,ODOR2,1,6.0,1,0,0,1,-1,-1,-1,-1,2.0,0.0
2,ODOR2,1,7.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,8.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,9.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,10.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
2,ODOR2,1,11.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
2,ODOR2,1,12.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
2,ODOR2,1,13.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,14.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,1,15.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,16.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,17.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,18.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,1,19.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,20.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,ODOR2,1,21.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,22.0,-1,-1,0,1,1,0,-1,-1,2.0,0.0
2,ODOR2,1,23.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,24.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,1,25.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,26.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,27.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,1,28.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,29.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,ODOR2,1,30.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
2,ODOR2,1,31.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,32.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,33.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,34.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,1,35.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,36.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,1,37.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,38.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,1,39.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,ODOR2,1,40.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,41.0,-1,-1,-1,-1,0,1,1,0,,
2,ODOR2,1,42.0,-1,-1,0,1,-1,-1,1,0,2.0,0.0
2,ODOR2,1,43.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,1,44.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,45.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,ODOR2,1,46.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,47.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,ODOR2,1,48.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,1,49.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,1,50.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,51.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,1,52.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,ODOR2,1,53.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,54.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,1,55.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,56.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,1,57.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,58.0,1,0,0,1,-1,-1,-1,-1,2.0,0.0
2,ODOR2,1,59.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,60.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
2,ODOR2,1,61.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,1,62.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,63.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,64.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,65.0,-1,-1,0,1,-1,-1,1,0,2.0,0.0
2,ODOR2,1,66.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,1,67.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,1,68.0,-1,-1,-1,-1,0,1,1,0,,
2,ODOR2,1,69.0,0,1,1,0,-1,-1,-1,-1,,
2,ODOR2,1,70.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,ODOR2,1,71.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,72.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,73.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,1,74.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,ODOR2,1,75.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,ODOR2,1,76.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,77.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,78.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,ODOR2,1,79.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,80.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,1,81.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,ODOR2,1,82.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,ODOR2,1,83.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,1,84.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
2,ODOR2,1,85.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,1,86.0,1,0,0,1,-1,-1,-1,-1,2.0,0.0
2,ODOR2,1,87.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,88.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,89.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
2,ODOR2,1,90.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,ODOR2,1,91.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,92.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,1,93.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,94.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,95.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,96.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,ODOR2,1,97.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,1,98.0,-1,-1,0,0,-1,-1,1,1,,
2,ODOR2,1,99.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,100.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,1,101.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,1,102.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,1,103.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,1,104.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,1,43.0,-1,-1,-1,-1,-1,-1,-1,-1,,
2,ODOR2,2,1.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,ODOR2,2,2.0,-1,-1,-1,-1,0,1,1,0,3.0,0.0
2,ODOR2,2,3.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,ODOR2,2,4.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,2,5.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,2,6.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,2,7.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,8.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,2,9.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,2,10.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,11.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,2,12.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,2,13.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,2,14.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,ODOR2,2,15.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,ODOR2,2,16.0,1,0,-1,-1,0,1,-1,-1,3.0,0.0
2,ODOR2,2,17.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,2,18.0,-1,-1,0,1,-1,-1,1,0,2.0,0.0
2,ODOR2,2,19.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,ODOR2,2,20.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,2,21.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,2,22.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,2,23.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,ODOR2,2,24.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,ODOR2,2,25.0,-1,-1,0,1,1,0,-1,-1,2.0,0.0
2,ODOR2,2,26.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,2,27.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,2,28.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,29.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,2,30.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,2,31.0,-1,-1,-1,-1,1,0,0,1,,
2,ODOR2,2,32.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,2,33.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,ODOR2,2,34.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,2,35.0,-1,-1,1,0,-1,-1,0,1,,
2,ODOR2,2,36.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,ODOR2,2,37.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,38.0,1,0,-1,-1,0,1,-1,-1,,
2,ODOR2,2,39.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,ODOR2,2,40.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,ODOR2,2,41.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,ODOR2,2,42.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,2,43.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,2,44.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,ODOR2,2,45.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,ODOR2,2,46.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,ODOR2,2,47.0,0,1,1,0,-1,-1,-1,-1,1.0,0.0
2,ODOR2,2,48.0,-1,-1,1,0,0,1,-1,-1,,
2,ODOR2,2,49.0,-1,-1,0,0,1,1,-1,-1,,
2,ODOR2,2,50.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,ODOR2,2,51.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,52.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,ODOR2,2,53.0,-1,-1,-1,-1,0,0,1,1,,
2,ODOR2,2,54.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,ODOR2,2,55.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,ODOR2,2,56.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,ODOR2,2,31.0,-1,-1,-1,-1,-1,-1,-1,-1,,
3,LEDs1,1,1.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,LEDs1,1,2.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,LEDs1,1,3.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,LEDs1,1,4.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,LEDs1,1,5.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,LEDs1,1,6.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,LEDs1,1,7.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,LEDs1,1,8.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
3,LEDs1,1,9.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,LEDs1,1,10.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,LEDs1,1,11.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,LEDs1,1,12.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,LEDs1,1,13.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,LEDs1,1,14.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,LEDs1,1,15.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
