trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,4,7.83,11.57,2,2,3
2,2,4,2,7.83,8.76,1,2,4
3,1,3,3,3.04,4.2,1,1,3
4,2,4,4,2.35,3.17,1,2,4
5,1,3,1,3.24,4.14,1,1,3
6,1,4,,,,3,2,4
7,2,3,3,3.55,4.48,1,2,3
8,2,3,1,1.98,3.06,2,1,3
9,1,4,2,4.61,5.72,2,2,4
10,2,3,4,3.55,4.22,2,1,3
11,1,4,1,2.7,3.28,1,1,4
12,2,4,1,2.6,3.23,2,1,4
13,2,3,3,2.23,2.89,1,2,3
14,1,4,4,3.51,4.15,1,1,4
15,2,4,3,3.77,4.39,2,1,4
16,2,4,1,3.22,3.88,2,1,4
17,1,4,,,,3,2,4
18,1,3,1,2.69,3.88,1,1,3
19,1,3,2,7.05,7.88,2,2,3
20,1,3,1,4.57,5.24,1,1,3
21,1,3,3,2.29,3.22,1,1,3
22,1,4,1,7.17,7.84,1,1,4
23,2,3,1,4.34,5.01,2,1,3
24,1,3,4,7.26,8,2,2,3
25,2,4,3,5.96,6.79,2,1,4
26,1,4,1,2.41,3.06,1,1,4
27,1,3,2,5.56,6.37,2,2,3
28,1,4,1,3.64,4.64,1,1,4
29,1,3,3,6.15,7.02,1,1,3
30,1,3,3,3.46,4.43,1,1,3
31,1,3,2,3.09,3.8,2,2,3
32,2,4,1,2.55,3.15,2,1,4
33,2,4,1,2.28,2.98,2,1,4
34,2,3,3,4.11,4.99,1,2,3
35,1,3,1,3.17,3.78,1,1,3
36,2,4,,1.52,,4,1,4
37,2,4,2,2.27,2.98,1,2,4
38,2,3,4,4.72,5.69,2,1,3
39,1,3,2,3.48,4.16,2,2,3
40,1,4,1,3.06,3.67,1,1,4
41,1,4,1,3.82,4.54,1,1,4
42,2,3,1,8.86,9.65,2,1,3
43,2,4,4,2.8,3.54,1,2,4
44,2,4,2,2.11,2.75,1,2,4
45,1,4,4,6,6.75,1,1,4
46,2,4,2,3.49,4.16,1,2,4
47,2,3,4,4.13,5.05,2,1,3
48,1,4,1,2.33,2.98,1,1,4
49,1,4,3,3.38,4.33,2,2,4
50,1,4,1,4.23,5.04,1,1,4
51,2,4,2,3.4,4.06,1,2,4
52,1,3,,6.53,,4,2,3
53,1,4,1,4.42,5.03,1,1,4
54,1,3,3,2.55,3.36,1,1,3
55,2,3,2,4.46,5.13,1,2,3
56,2,4,1,3.18,3.97,2,1,4
57,2,4,1,6.43,6.98,2,1,4
58,1,3,1,4.27,4.86,1,1,3
59,2,4,2,2.64,3.29,1,2,4
60,1,3,1,2.39,2.98,1,1,3
61,1,3,4,5.12,5.93,2,2,3
62,2,3,2,3.3,3.94,1,2,3
63,2,3,2,3.01,3.6,1,2,3
64,1,4,1,2.95,3.58,1,1,4
65,1,3,2,2.93,3.61,2,2,3
66,1,4,1,1.99,2.61,1,1,4
67,1,3,2,2.97,3.59,2,2,3
68,2,4,2,2.58,3.23,1,2,4
69,1,4,1,2.56,3.19,1,1,4
70,1,4,2,3.2,3.89,2,2,4
71,1,3,1,2.81,3.39,1,1,3
72,1,4,,4.04,,4,2,4
73,2,3,1,3.33,3.99,2,1,3
74,1,4,1,4.22,4.88,1,1,4
75,1,4,2,3.13,3.78,2,2,4
76,2,3,1,5.71,6.39,2,1,3
77,2,4,2,4.84,5.52,1,2,4
78,1,4,2,3,3.72,2,2,4
79,2,3,1,2.8,3.48,2,1,3
80,2,3,3,3.1,3.92,1,2,3
81,2,3,1,4.09,4.81,2,1,3
82,2,4,4,3.18,4.1,1,2,4
83,1,3,2,3.27,3.94,2,2,3
84,1,4,1,4.71,5.43,1,1,4
85,1,4,2,3.4,4.07,2,2,4
