trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,4,2.79,3.63,1,1,4
2,1,3,3,7.96,8.81,1,1,3
3,2,4,,,,3,1,4
4,2,4,1,4.53,5.67,2,1,4
5,1,3,4,3.62,4.3,2,2,3
6,2,3,1,8.43,9.09,2,1,3
7,1,3,3,3.14,3.9,1,1,3
8,2,4,,,,3,1,4
9,1,3,4,2.83,3.43,2,2,3
10,2,4,,,,3,1,4
11,1,4,1,1.92,2.71,1,1,4
12,1,3,,,,3,2,3
13,1,3,3,3.15,3.84,1,1,3
14,1,3,4,5.14,5.75,2,2,3
15,1,3,1,10.08,10.89,1,1,3
16,1,3,,,,3,2,3
17,1,3,2,3.18,4.21,2,2,3
18,2,4,3,2.75,3.36,2,1,4
19,1,4,3,6,6.82,2,2,4
20,2,4,3,4.3,5.02,2,1,4
21,1,3,1,4.41,5.17,1,1,3
22,2,4,,,,3,1,4
23,2,4,3,4.99,5.63,2,1,4
24,2,3,,,,3,1,3
25,1,4,4,2.67,3.55,1,1,4
26,2,3,4,2.69,3.32,2,1,3
27,2,4,1,2.61,3.3,2,1,4
28,2,4,3,6.41,7.12,2,1,4
29,2,4,2,3.95,4.72,1,2,4
30,1,3,4,7.27,7.96,2,2,3
31,2,3,2,5.31,6.12,1,2,3
32,2,3,3,5.02,5.69,1,2,3
33,1,4,3,4.85,5.55,2,2,4
34,2,4,4,2.58,3.74,1,2,4
35,1,3,1,2.25,2.97,1,1,3
36,2,4,2,10.4,11.19,1,2,4
37,1,3,4,3.31,3.99,2,2,3
38,2,4,2,2.18,2.85,1,2,4
39,1,4,2,7.6,8.32,2,2,4
40,2,3,4,5.4,6.09,2,1,3
41,2,4,1,5.74,6.36,2,1,4
42,2,4,3,2.86,3.5,2,1,4
43,2,3,3,7.18,8.32,1,2,3
44,1,4,4,3.01,3.68,1,1,4
45,1,3,3,3.07,3.7,1,1,3
46,2,3,4,3.64,4.3,2,1,3
47,1,3,1,2.44,3.12,1,1,3
48,2,4,2,4.85,5.52,1,2,4
49,1,4,1,3.16,3.73,1,1,4
50,1,4,,,,3,2,4
51,2,3,2,5.34,5.97,1,2,3
52,1,4,1,3.05,3.73,1,1,4
53,1,3,1,6.3,6.94,1,1,3
54,1,3,,,,3,2,3
55,2,3,4,3.59,4.24,2,1,3
56,2,4,2,4.73,5.4,1,2,4
57,2,3,,,,3,1,3
58,1,3,2,7.2,7.87,2,2,3
59,2,3,1,4.01,4.63,2,1,3
60,1,4,2,3.92,4.57,2,2,4
61,2,3,1,5.27,5.94,2,1,3
62,2,3,,,,3,1,3
63,2,3,2,2.47,3.12,1,2,3
64,2,3,2,4.61,5.26,1,2,3
65,2,4,1,2.32,2.94,2,1,4
66,1,4,3,3,4.22,2,2,4
67,1,4,1,3.78,4.39,1,1,4
68,2,4,2,6.19,6.85,1,2,4
69,1,3,1,3.48,4.26,1,1,3
70,2,4,2,2.1,2.71,1,2,4
71,1,3,1,3.68,4.31,1,1,3
72,2,3,2,3.02,3.64,1,2,3
73,1,3,4,2.96,3.65,2,2,3
74,1,4,2,3.72,4.34,2,2,4
75,1,4,1,2.92,3.57,1,1,4
76,2,4,4,4.32,4.94,1,2,4
77,2,3,1,6.95,7.64,2,1,3
78,1,3,3,6.62,7.5,1,1,3
79,2,4,2,3.77,4.69,1,2,4
80,1,3,4,7.28,7.94,2,2,3
81,2,3,2,3.12,3.73,1,2,3
82,1,3,1,2.53,3.25,1,1,3
83,2,4,2,4.77,5.4,1,2,4
84,1,3,4,3.9,4.54,2,2,3
85,2,3,2,2.97,3.58,1,2,3
86,1,4,1,3.78,4.41,1,1,4
87,2,4,2,5.8,6.44,1,2,4
88,2,4,1,8.3,8.98,2,1,4
89,2,3,3,3.55,4.57,1,2,3
90,2,4,4,5.71,6.42,1,2,4
91,1,4,2,4.99,5.64,2,2,4
