trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,1,2.79,3.95,1,1,3
2,2,4,4,2.97,3.78,1,2,4
3,1,4,2,3.41,4.44,2,2,4
4,1,4,3,3.09,5.17,2,2,4
5,2,4,3,4.87,6,2,1,4
6,2,4,1,3.13,3.91,2,1,4
7,1,3,1,7.58,8.3,1,1,3
8,1,3,2,4.71,5.56,2,2,3
9,2,3,3,4.79,5.68,1,2,3
10,1,4,1,3.44,4.12,1,1,4
11,1,4,1,6.88,7.51,1,1,4
12,1,4,3,2.74,3.5,2,2,4
13,1,4,2,4.25,4.97,2,2,4
14,2,4,4,7.65,8.47,1,2,4
15,1,3,1,3.12,3.71,1,1,3
16,1,4,2,3.47,4.08,2,2,4
17,2,4,2,10.15,10.87,1,2,4
18,2,4,4,2.28,2.91,1,2,4
19,1,3,1,4.02,4.63,1,1,3
20,2,3,3,3.23,3.97,1,2,3
21,2,3,2,7.85,8.49,1,2,3
22,2,3,1,2.21,2.77,2,1,3
23,2,3,2,3.36,4,1,2,3
24,1,4,1,2.39,2.98,1,1,4
25,2,3,2,3.79,4.45,1,2,3
26,1,3,1,7.59,8.26,1,1,3
27,1,3,1,4.31,4.88,1,1,3
28,1,4,1,4.41,4.94,1,1,4
29,1,4,1,6.72,7.27,1,1,4
30,1,3,1,6.37,6.94,1,1,3
31,2,3,4,8.16,8.8,2,1,3
32,2,4,2,3.33,3.91,1,2,4
33,1,3,4,2.85,3.51,2,2,3
34,2,3,2,2.41,3,1,2,3
35,2,3,1,2.73,3.39,2,1,3
36,2,3,1,3.4,3.94,2,1,3
37,2,4,2,3,3.72,1,2,4
38,2,3,1,3.63,4.23,2,1,3
39,2,4,2,3.36,3.97,1,2,4
40,1,3,1,3.34,3.88,1,1,3
41,2,4,1,3.33,3.93,2,1,4
42,2,4,2,6.52,7.14,1,2,4
43,1,4,1,3.24,4.04,1,1,4
44,2,3,2,2.63,3.23,1,2,3
45,2,3,2,3.78,4.4,1,2,3
46,2,4,2,8.13,8.78,1,2,4
47,2,3,4,2.66,3.31,2,1,3
48,1,4,1,9.31,9.91,1,1,4
49,2,3,2,3.58,4.19,1,2,3
50,2,4,2,3.84,4.41,1,2,4
51,2,3,2,3.43,4.02,1,2,3
52,1,3,3,8.49,9.16,1,1,3
53,2,4,,,,3,1,4
54,1,4,1,2.35,2.91,1,1,4
55,1,3,1,7.82,8.44,1,1,3
56,2,4,2,4.02,4.65,1,2,4
57,2,3,2,4.81,5.39,1,2,3
58,2,3,,,,3,1,3
59,1,4,1,3.5,4.05,1,1,4
60,1,3,1,4.78,5.43,1,1,3
61,2,3,,,,3,1,3
62,1,4,1,2.77,3.4,1,1,4
63,1,3,2,2.74,3.39,2,2,3
64,1,3,1,3.09,3.66,1,1,3
65,1,4,1,2.9,3.52,1,1,4
66,2,3,2,2.51,3.22,1,2,3
67,1,3,2,1.63,1.63,,2,3
68,2,3,2,4.58,5.22,1,2,3
69,2,4,2,2.55,3.12,1,2,4
70,1,4,,,,3,2,4
71,2,4,2,7.37,8.05,1,2,4
72,2,3,2,4.22,4.87,1,2,3
73,2,4,2,3.36,3.36,,1,4
74,1,3,4,2.85,3.51,2,2,3
75,2,4,4,2.49,3.07,1,2,4
76,1,4,,,,3,2,4
77,2,4,2,5.64,6.32,1,2,4
78,2,4,2,4.12,4.7,1,2,4
79,1,3,1,4.52,5.15,1,1,3
80,2,4,2,2.93,3.55,1,2,4
