trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,4,4.9,6.09,2,2,3
2,2,3,3,3.5,4.99,1,2,3
3,2,3,,,,3,1,3
4,1,3,,,,3,2,3
5,1,3,3,3.28,3.98,1,1,3
6,1,3,3,4.9,5.59,1,1,3
7,1,3,4,2.85,3.71,2,2,3
8,2,4,4,4.36,5.05,1,2,4
9,2,4,4,5.82,6.96,1,2,4
10,2,3,3,3.75,4.44,1,2,3
11,1,3,4,2.09,2.91,2,2,3
12,2,3,1,2.83,4.05,2,1,3
13,2,4,4,2.11,2.79,1,2,4
14,1,4,3,2.67,3.46,2,2,4
15,1,3,4,2.34,2.98,2,2,3
16,1,4,1,2.38,3.32,1,1,4
17,1,4,4,3.69,4.42,1,1,4
18,2,3,4,3.06,3.78,2,1,3
19,1,4,4,2.52,3.22,1,1,4
20,2,4,3,2.61,3.38,2,1,4
21,2,3,4,2.56,3.32,2,1,3
22,1,4,4,5.02,5.67,1,1,4
23,1,3,4,3.96,4.66,2,2,3
24,2,4,1,2.08,2.94,2,1,4
25,2,4,4,2.51,3.27,1,2,4
26,1,4,4,2.68,3.34,1,1,4
27,2,3,3,3.02,3.78,1,2,3
28,1,4,1,6.49,7.41,1,1,4
29,2,4,2,8.52,11.71,1,2,4
30,1,3,4,3.05,3.83,2,2,3
31,1,3,3,2.21,2.84,1,1,3
32,2,4,4,2.48,3.21,1,2,4
33,2,4,3,2.78,3.43,2,1,4
34,1,3,2,3.14,4.88,2,2,3
35,1,4,4,7.43,8.18,1,1,4
36,2,4,3,5.51,6.36,2,1,4
37,2,4,4,2.6,3.31,1,2,4
38,2,3,4,2.6,3.24,2,1,3
39,2,4,3,3.11,3.72,2,1,4
40,2,4,3,3.82,4.45,2,1,4
41,2,3,,,,3,1,3
42,2,4,4,2.22,2.87,1,2,4
43,1,3,4,3.14,3.77,2,2,3
44,1,4,4,1.98,2.67,1,1,4
45,2,3,1,2.86,3.79,2,1,3
46,1,4,4,2.43,3.07,1,1,4
47,2,4,2,10.36,11.94,1,2,4
48,2,3,,,,3,1,3
49,1,4,4,2.55,3.22,1,1,4
50,2,4,3,3.49,4.28,2,1,4
51,2,4,2,5.79,7.02,1,2,4
52,2,4,3,3.05,3.9,2,1,4
53,2,3,4,3.62,5.41,2,1,3
54,2,3,3,3.08,4.19,1,2,3
55,1,4,4,2.96,3.71,1,1,4
56,2,4,3,2.98,3.71,2,1,4
57,1,3,3,3.35,4.06,1,1,3
58,2,4,3,2.27,2.93,2,1,4
59,2,3,3,2.54,3.28,1,2,3
60,1,3,3,2.55,3.25,1,1,3
61,1,3,3,2.86,3.52,1,1,3
62,1,4,4,2.23,2.89,1,1,4
63,1,3,3,3.53,4.7,1,1,3
64,2,3,4,3.23,4.93,2,1,3
65,1,4,3,2.33,3.06,2,2,4
66,2,4,3,2.43,3.12,2,1,4
67,2,4,4,2.65,4.26,1,2,4
68,2,3,3,2.79,3.4,1,2,3
69,2,4,4,2.21,2.8,1,2,4
70,1,3,3,2.63,3.56,1,1,3
71,2,4,3,2.05,2.99,2,1,4
72,2,4,3,2.29,3.92,2,1,4
73,2,4,4,4.14,5.65,1,2,4
74,2,3,1,4.71,5.63,2,1,3
75,1,3,4,3.41,4.06,2,2,3
76,1,4,3,4.22,5.02,2,2,4
77,1,4,4,3.58,4.33,1,1,4
78,1,3,4,2.76,3.42,2,2,3
79,1,4,3,3.58,4.28,2,2,4
80,1,4,4,4.32,6.02,1,1,4
81,1,4,4,2.85,3.46,1,1,4
82,1,4,3,3.37,4.18,2,2,4
83,2,4,4,2.34,3.41,1,2,4
84,2,4,4,5.55,6.17,1,2,4
85,2,3,3,3.14,4.52,1,2,3
86,1,4,4,3.16,4.9,1,1,4
87,1,3,3,2.99,3.72,1,1,3
88,2,4,3,2.9,3.57,2,1,4
89,1,3,3,4.87,5.48,1,1,3
90,2,3,3,2.57,3.29,1,2,3
91,1,4,2,3.56,5.44,2,2,4
92,2,4,4,2.93,4.6,1,2,4
93,2,3,3,3.01,3.72,1,2,3
94,1,4,4,4.81,5.51,1,1,4
95,1,4,3,2.76,3.54,2,2,4
96,1,3,3,2.92,3.69,1,1,3
97,1,3,3,2.65,3.37,1,1,3
98,2,4,3,2.68,3.34,2,1,4
99,1,3,3,2.5,3.14,1,1,3
100,1,4,3,7.49,8.16,2,2,4
101,2,3,4,3.81,4.64,2,1,3
102,2,4,4,8.06,8.66,1,2,4
103,2,3,3,3.08,3.8,1,2,3
104,1,4,4,4.92,5.64,1,1,4
