trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,2,2.72,4.1,2,2,3
2,1,3,4,2.2,3.9,2,2,3
3,2,3,4,3.84,4.53,2,1,3
4,2,4,,,,3,1,4
5,2,3,3,3.93,4.97,1,2,3
6,2,3,4,3.45,6.64,2,1,3
7,1,3,3,3,3.74,1,1,3
8,1,4,4,3.34,5.41,1,1,4
9,1,4,4,3.84,4.66,1,1,4
10,2,3,4,2.55,3.41,2,1,3
11,1,4,3,2.71,3.54,2,2,4
12,1,4,4,5.3,8.25,1,1,4
13,1,3,3,4.17,4.68,1,1,3
14,2,4,4,3.47,4.47,1,2,4
15,2,3,3,3.85,4.59,1,2,3
16,2,3,3,2.32,3.02,1,2,3
17,2,3,3,5.09,5.66,1,2,3
18,1,4,4,2.96,4.81,1,1,4
19,2,3,3,3.22,4,1,2,3
20,2,3,3,3.3,4.03,1,2,3
21,2,4,4,2.5,3.29,1,2,4
22,1,3,1,2.79,3.57,1,1,3
23,1,4,4,2.62,3.24,1,1,4
24,2,3,3,2.84,3.62,1,2,3
25,1,4,4,2.6,3.49,1,1,4
26,2,4,4,3.31,4.17,1,2,4
27,2,3,3,2.47,3.25,1,2,3
28,2,3,3,3.64,4.38,1,2,3
29,2,3,2,4.07,4.68,1,2,3
30,2,3,3,5.9,7.43,1,2,3
31,1,4,4,2.61,3.42,1,1,4
32,2,4,4,2.51,3.36,1,2,4
33,1,4,4,2.49,3.22,1,1,4
34,1,4,4,4.97,5.86,1,1,4
35,1,4,1,3.8,4.85,1,1,4
36,1,4,4,2.1,4.91,1,1,4
37,2,3,2,2.71,3.3,1,2,3
38,2,3,3,3.08,3.89,1,2,3
39,2,3,4,4.43,5.14,2,1,3
40,1,3,3,3.24,3.88,1,1,3
41,2,3,3,4.14,4.83,1,2,3
42,1,4,4,3.64,6.44,1,1,4
43,2,4,4,4.02,4.84,1,2,4
44,2,3,3,4.02,4.68,1,2,3
45,2,4,2,5.04,5.54,1,2,4
46,1,4,4,2.22,3.01,1,1,4
47,2,4,2,2.23,2.75,1,2,4
48,2,4,4,2.95,3.8,1,2,4
49,2,4,4,7.2,7.84,1,2,4
50,1,3,3,2.65,3.42,1,1,3
51,1,4,1,2.73,4.01,1,1,4
52,2,3,3,2.08,2.77,1,2,3
53,2,3,3,2.85,3.4,1,2,3
54,1,3,4,2.28,3.08,2,2,3
55,2,4,3,2.29,2.92,2,1,4
56,1,4,4,3.88,5.59,1,1,4
57,2,3,2,3.39,3.99,1,2,3
58,1,3,3,4.24,4.99,1,1,3
59,2,3,3,7.24,8.07,1,2,3
60,2,3,4,2.03,4.01,2,1,3
61,1,4,4,5.96,8.05,1,1,4
62,1,3,3,3.5,4.29,1,1,3
63,1,3,4,2.23,3.18,2,2,3
64,2,3,3,2.58,3.17,1,2,3
65,2,4,4,4.18,6.67,1,2,4
66,1,4,4,3.56,4.32,1,1,4
67,2,4,2,3.12,3.69,1,2,4
68,1,3,3,2.32,3.59,1,1,3
69,2,4,4,2.54,3.81,1,2,4
70,1,4,1,4.58,5.71,1,1,4
71,2,3,3,3.42,4.76,1,2,3
72,1,4,4,3.08,4.02,1,1,4
73,2,3,2,6.73,7.63,1,2,3
74,1,4,1,3.01,3.95,1,1,4
75,2,4,4,3.22,5.7,1,2,4
76,2,3,2,6.71,7.37,1,2,3
77,1,4,1,2.39,3.29,1,1,4
78,2,3,3,3.12,3.74,1,2,3
79,2,4,4,2.24,3.11,1,2,4
80,1,4,1,3.76,4.34,1,1,4
81,2,4,4,3.59,4.42,1,2,4
