trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,2,4.11,5.11,2,1,3
2,1,4,1,2.12,2.84,1,1,4
3,2,3,4,3.57,3.57,1,2,3
4,2,4,4,2.8,2.8,1,2,4
5,2,4,4,3.35,3.35,1,2,4
6,1,4,4,2.81,2.81,1,1,4
7,1,3,4,4.22,4.22,1,1,3
8,2,4,4,3.72,3.72,1,2,4
9,1,3,3,2.97,3.68,2,2,3
10,1,3,3,2.82,3.45,2,2,3
11,2,4,4,3.72,3.72,1,2,4
12,2,3,4,3.6,3.6,1,2,3
13,1,4,4,3.43,3.43,1,1,4
14,1,4,4,2.8,2.8,1,1,4
15,2,3,4,2.84,2.84,1,2,3
16,2,4,4,2.88,2.88,1,2,4
17,1,3,3,3.08,3.73,2,2,3
18,1,4,4,2.81,2.81,1,1,4
19,2,4,4,3.98,3.98,1,2,4
20,2,4,4,3.51,3.51,1,2,4
21,2,4,4,2.88,2.88,1,2,4
22,1,4,4,5.42,5.42,1,1,4
23,2,4,4,3.21,3.21,1,2,4
24,2,3,3,4.59,5.37,2,1,3
25,1,4,1,3.76,4.65,1,1,4
26,1,4,4,3.08,3.08,1,1,4
27,2,4,4,4.78,4.78,1,2,4
28,2,3,1,3.42,4.01,1,2,3
29,2,3,1,2.24,2.99,1,2,3
30,1,3,4,5.32,5.32,1,1,3
31,1,4,4,3.14,3.14,1,1,4
32,1,3,3,3.67,4.73,2,2,3
33,1,4,4,3.35,3.35,1,1,4
34,1,4,4,2.85,2.85,1,1,4
35,1,4,4,3.31,3.31,1,1,4
36,1,3,1,2.52,3.49,1,1,3
37,2,3,2,3.97,4.68,2,1,3
38,1,3,1,2.66,3.23,1,1,3
39,2,3,1,3.47,4.4,1,2,3
40,1,4,4,4.91,4.91,1,1,4
41,2,4,2,2.39,3.17,2,1,4
42,2,3,1,3.11,3.98,1,2,3
43,2,3,4,3.67,3.67,1,2,3
44,1,4,4,3.18,3.18,1,1,4
45,1,4,1,3.14,4.13,1,1,4
46,2,4,4,3.43,3.43,1,2,4
47,2,4,4,3.44,3.44,1,2,4
48,2,3,1,2.33,2.89,1,2,3
49,1,3,1,2.36,2.94,1,1,3
50,2,3,1,5.53,6.23,1,2,3
51,2,3,1,2.73,3.42,1,2,3
52,1,3,1,3.65,4.16,1,1,3
53,1,4,4,3.75,3.75,1,1,4
54,1,3,1,2.86,3.4,1,1,3
55,2,4,1,2.36,3.25,1,2,4
56,1,3,1,2.16,2.78,1,1,3
57,2,3,1,2.26,2.95,1,2,3
58,2,4,4,3.16,3.16,1,2,4
59,1,3,1,2.77,3.37,1,1,3
60,1,3,1,2.7,3.21,1,1,3
61,1,3,4,2.78,2.78,1,1,3
62,2,4,1,2.47,3.11,1,2,4
63,2,3,1,2.13,2.81,1,2,3
64,2,3,3,3.11,3.91,2,1,3
65,2,3,4,7.91,7.91,1,2,3
66,1,3,4,3.35,3.35,1,1,3
67,1,3,1,2.12,3.05,1,1,3
68,2,4,4,3.01,3.01,1,2,4
69,2,3,1,2.43,3.32,1,2,3
70,2,3,1,2.94,3.6,1,2,3
71,1,4,4,5.2,5.2,1,1,4
72,2,4,4,3.13,3.13,1,2,4
73,1,3,1,2.36,2.95,1,1,3
74,2,3,4,2.71,2.71,1,2,3
75,1,3,4,3.64,3.64,1,1,3
76,1,4,4,3.39,3.39,1,1,4
77,2,3,4,2.99,2.99,1,2,3
78,2,3,4,2.91,2.91,1,2,3
79,1,3,4,3.87,3.87,1,1,3
80,1,3,1,2.88,3.87,1,1,3
81,1,4,4,4.32,4.32,1,1,4
82,2,3,4,4.67,4.67,1,2,3
83,1,3,4,9.44,9.44,1,1,3
84,2,4,4,2.61,2.61,1,2,4
85,1,3,1,3.32,4.25,1,1,3
86,2,4,,,,3,1,4
87,1,4,4,3.18,3.18,1,1,4
88,1,4,1,2.94,3.61,1,1,4
89,2,3,1,3.16,3.85,1,2,3
90,1,4,1,2.82,3.54,1,1,4
91,1,3,1,3.25,3.82,1,1,3
92,2,4,4,3.37,4.8,1,2,4
93,1,3,4,3.28,3.28,1,1,3
94,2,4,4,4.31,4.31,1,2,4
95,2,4,4,3.77,3.77,1,2,4
96,2,3,1,2.11,3.23,1,2,3
97,2,4,1,2.93,3.69,1,2,4
98,2,4,4,3.06,3.06,1,2,4
99,2,4,4,2.78,2.78,1,2,4
100,2,3,1,2.49,3.52,1,2,3
101,1,4,1,2.83,3.41,1,1,4
102,2,3,1,3.21,3.93,1,2,3
