trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,2,2.58,3.45,2,1,3
2,1,3,1,4.12,4.76,1,1,3
3,1,4,4,3.05,3.05,1,1,4
4,2,4,4,3.01,3.01,1,2,4
5,2,4,4,2.85,2.85,1,2,4
6,1,3,3,2.42,3.22,2,2,3
7,1,4,2,3.19,3.83,2,2,4
8,2,3,2,2.8,3.45,2,1,3
9,1,4,1,3.04,3.69,1,1,4
10,1,3,1,2.03,2.55,1,1,3
11,1,4,4,3.17,3.17,1,1,4
12,1,4,4,3.29,3.29,1,1,4
13,2,4,4,4.2,4.2,1,2,4
14,2,4,4,3.75,3.75,1,2,4
15,2,3,2,2.84,3.5,2,1,3
16,2,3,2,2.03,2.6,2,1,3
17,1,3,1,3.45,4.09,1,1,3
18,2,3,2,2.2,2.81,2,1,3
19,2,3,2,3.25,3.95,2,1,3
20,2,3,2,3,3.66,2,1,3
21,1,3,1,2.97,3.58,1,1,3
22,2,4,2,2.41,3.09,2,1,4
23,2,3,2,2.55,3.22,2,1,3
24,1,4,1,3.05,3.65,1,1,4
25,2,4,2,2.46,3.17,2,1,4
26,2,4,2,2.18,2.97,2,1,4
27,2,3,4,4.2,4.2,1,2,3
28,2,4,2,2.62,3.43,2,1,4
29,2,4,2,3.48,4.76,2,1,4
30,2,3,4,3.2,3.2,1,2,3
31,2,4,4,6.82,6.82,1,2,4
32,2,4,4,2.88,2.88,1,2,4
33,1,4,4,3.17,3.17,1,1,4
34,1,4,4,3.3,3.3,1,1,4
35,2,3,,,,3,1,3
36,2,4,4,3.53,3.53,1,2,4
37,1,4,4,3.57,3.57,1,1,4
38,1,4,4,3.04,3.04,1,1,4
39,1,4,4,3.3,3.3,1,1,4
40,2,3,3,2.64,3.35,2,1,3
41,1,4,4,3.34,3.34,1,1,4
42,1,3,3,3.45,4.17,2,2,3
43,2,3,1,4.5,5.36,1,2,3
44,1,3,3,4.33,5,2,2,3
45,1,3,3,8.2,10.61,2,2,3
46,2,4,2,3.99,4.66,2,1,4
47,1,3,1,2.11,3.01,1,1,3
48,1,3,4,3.34,3.34,1,1,3
49,1,4,4,3.43,3.43,1,1,4
50,1,3,,,,3,2,3
51,2,4,4,4.2,4.2,1,2,4
52,1,4,1,2.41,3.46,1,1,4
53,1,3,1,4.34,5.08,1,1,3
54,2,4,4,2.76,2.76,1,2,4
55,2,4,4,3.47,3.47,1,2,4
56,1,3,1,2.05,2.76,1,1,3
57,2,3,2,2.36,3.24,,1,3
58,1,3,4,4.22,4.22,1,1,3
59,1,4,4,4.32,4.32,1,1,4
60,2,4,4,3.87,3.87,1,2,4
61,1,4,4,4.01,4.01,1,1,4
62,1,3,1,2.48,3.44,1,1,3
63,2,4,4,3.51,3.51,1,2,4
64,1,3,1,3.87,4.54,1,1,3
65,1,4,1,2.54,3.13,1,1,4
66,1,3,1,2.3,2.98,1,1,3
67,1,4,1,2.9,3.97,1,1,4
68,2,4,3,2.61,3.26,2,1,4
69,2,4,4,3.89,3.89,1,2,4
70,1,3,1,2.2,2.92,1,1,3
71,1,3,1,3.05,3.69,1,1,3
72,2,3,4,3.91,3.91,1,2,3
73,1,3,3,3.21,3.88,2,2,3
74,2,4,2,3.81,4.48,2,1,4
75,1,4,4,3.21,3.21,1,1,4
76,2,3,1,3.27,3.96,1,2,3
77,1,4,4,4,4,1,1,4
78,2,4,2,3.25,4.35,2,1,4
79,1,4,1,3.21,4.57,1,1,4
80,1,3,1,2.59,3.16,1,1,3
81,2,4,4,3.73,3.73,1,2,4
82,2,4,2,3.29,4.11,2,1,4
83,2,3,1,2.97,3.68,1,2,3
84,2,3,2,3.34,4.67,2,1,3
85,1,4,1,2.73,3.34,1,1,4
86,1,4,1,2.67,3.31,1,1,4
87,1,4,4,4.92,4.92,1,1,4
88,1,3,1,2.69,3.3,1,1,3
89,1,4,4,4.14,4.14,1,1,4
90,1,4,4,4.33,4.33,1,1,4
91,1,3,1,2.41,3.07,1,1,3
92,1,4,4,3.35,3.35,1,1,4
93,2,3,1,2.94,3.6,1,2,3
94,1,4,1,2.35,3.1,1,1,4
95,1,4,4,3.6,3.6,1,1,4
96,2,4,4,7.85,7.85,1,2,4
97,1,3,1,2.66,3.29,1,1,3
98,1,4,1,2.36,3.18,1,1,4
99,1,3,1,3.14,3.84,1,1,3
100,2,4,1,3.44,4.2,1,2,4
101,1,4,1,3.3,3.89,1,1,4
102,2,4,1,3.54,4.3,1,2,4
