trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,3,4.15,5.1,2,2,4
2,2,4,3,6.83,7.46,2,1,4
3,1,3,3,7.42,8.11,1,1,3
4,2,4,,,,3,1,4
5,2,4,2,8.94,10.45,1,2,4
6,2,3,,,,3,1,3
7,1,3,,,,3,2,3
8,2,4,,,,3,1,4
9,2,4,3,7.79,9,2,1,4
10,2,4,4,3.06,4.03,1,2,4
11,2,3,3,3.51,4.32,1,2,3
12,1,4,1,3.14,4.19,1,1,4
13,2,3,3,3.24,3.98,1,2,3
14,1,3,3,3.14,3.83,1,1,3
15,2,4,4,2.29,3.02,1,2,4
16,1,4,1,3.66,4.44,1,1,4
17,2,4,4,3.35,4.07,1,2,4
18,2,4,4,2.47,3.2,1,2,4
19,2,4,3,3.38,4.1,2,1,4
20,2,4,3,4.74,5.49,2,1,4
21,2,4,4,4.17,4.85,1,2,4
22,1,3,1,3.34,4.05,1,1,3
23,1,3,1,2.1,3.41,1,1,3
24,2,4,2,4.42,6.65,1,2,4
25,2,3,3,3.11,3.85,1,2,3
26,1,4,4,6.52,7.37,1,1,4
27,2,3,3,4.82,5.44,1,2,3
28,2,4,4,2.71,3.37,1,2,4
29,2,4,3,2.81,3.5,2,1,4
30,1,3,1,6.93,7.93,1,1,3
31,1,3,1,3.73,4.59,1,1,3
32,1,3,3,5.6,6.26,1,1,3
33,2,4,2,2.34,3.38,1,2,4
34,2,3,2,5.03,6.69,1,2,3
35,1,4,1,3.03,3.83,1,1,4
36,2,3,3,3.25,3.96,1,2,3
37,1,3,3,2.77,3.48,1,1,3
38,1,3,3,4.48,5.18,1,1,3
39,1,3,3,3,3.64,1,1,3
40,2,3,3,3.25,4.03,1,2,3
41,1,3,4,4.54,5.3,2,2,3
42,1,4,3,4.11,4.73,2,2,4
43,2,4,4,2.94,3.72,1,2,4
44,1,3,3,2.24,2.9,1,1,3
45,1,4,1,3.25,4.15,1,1,4
46,2,3,3,4.36,4.98,1,2,3
47,2,4,3,3.26,4,2,1,4
48,2,3,2,4.74,5.68,1,2,3
49,1,3,4,6.45,7.25,2,2,3
50,1,4,3,2.45,3.13,2,2,4
51,2,4,3,4.39,10.18,2,1,4
52,2,3,2,2.87,3.72,1,2,3
53,1,4,1,3.51,4.27,1,1,4
54,2,3,3,2.66,3.33,1,2,3
55,1,3,3,2.41,3.04,1,1,3
56,2,4,4,4.28,5,1,2,4
57,1,3,3,4.37,5.01,1,1,3
58,1,3,3,2.9,3.53,1,1,3
59,1,3,3,2.54,3.17,1,1,3
60,2,3,3,2.78,3.48,1,2,3
61,2,3,3,3.05,3.66,1,2,3
62,2,3,3,2.49,3.14,1,2,3
63,1,4,,,,3,2,4
64,2,4,,,,3,1,4
65,2,4,3,3.35,3.99,2,1,4
66,1,4,4,6.59,7.26,1,1,4
67,2,4,4,2.83,3.58,1,2,4
68,1,3,3,3.16,3.78,1,1,3
69,1,4,4,2.9,3.64,1,1,4
70,1,4,3,3.92,4.68,2,2,4
71,1,4,4,6.04,6.75,1,1,4
72,1,4,1,2.7,3.4,1,1,4
73,2,4,4,4.52,5.21,1,2,4
74,2,3,3,2.85,3.45,1,2,3
75,2,4,4,5.53,6.18,1,2,4
76,1,4,4,4.09,4.88,1,1,4
77,1,3,3,3.6,4.17,1,1,3
78,1,4,4,3.39,4.09,1,1,4
79,1,4,3,3.52,4.17,2,2,4
80,2,4,4,5.1,5.79,1,2,4
81,1,4,4,3.07,3.83,1,1,4
82,2,4,3,3.57,4.23,2,1,4
83,2,3,3,3.24,3.85,1,2,3
84,2,4,4,4.04,4.73,1,2,4
85,1,4,4,4.61,5.3,1,1,4
86,1,4,4,3.09,3.73,1,1,4
87,2,4,4,3.25,3.96,1,2,4
88,2,3,3,2.57,3.18,1,2,3
89,1,4,4,4.44,5.11,1,1,4
90,1,3,3,3,7.21,1,1,3
91,1,3,3,2.38,3.19,1,1,3
92,1,4,1,2.47,3.22,1,1,4
93,2,4,4,2.7,3.37,1,2,4
94,2,4,4,3.81,4.5,1,2,4
95,2,4,4,4.11,4.82,1,2,4
96,2,4,4,2.58,3.25,1,2,4
97,1,3,3,4.67,5.36,1,1,3
98,2,4,3,3.42,4.12,2,1,4
99,2,4,4,2.7,3.34,1,2,4
100,1,4,4,2.51,3.16,1,1,4
101,2,3,3,3.03,3.69,1,2,3
102,1,3,3,2.63,3.25,1,1,3
103,2,3,3,4.99,5.75,1,2,3
104,2,3,4,3.82,4.48,2,1,3
105,1,4,4,3.14,3.9,1,1,4
106,2,4,4,4.14,4.78,1,2,4
