trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,1,2.22,3.97,1,1,4
2,2,3,2,3.3,4.7,2,1,3
3,2,4,1,3.67,4.73,1,2,4
4,1,4,1,3.17,4.25,1,1,4
5,1,3,1,6.76,7.93,1,1,3
6,1,3,2,3.45,4.35,2,2,3
7,2,3,3,9.92,12.15,2,1,3
8,2,3,4,3.25,4.6,1,2,3
9,1,4,3,5.51,6.33,2,2,4
10,2,4,4,3.54,4.25,1,2,4
11,1,3,3,2.54,3.85,2,2,3
12,1,3,4,5.6,6.29,1,1,3
13,2,4,1,5.48,8.29,1,2,4
14,2,4,1,2.16,2.86,1,2,4
15,1,3,3,2.46,3.18,2,2,3
16,2,4,4,6.58,7.29,1,2,4
17,2,3,1,1.98,2.68,1,2,3
18,1,3,4,2.18,2.8,1,1,3
19,2,3,4,2.52,4.15,1,2,3
20,1,4,4,2.25,3.83,1,1,4
21,1,3,4,3.41,3.97,1,1,3
22,1,3,2,3.53,4.47,2,2,3
23,2,4,4,2.29,3,1,2,4
24,1,4,4,4.33,4.96,1,1,4
25,2,3,3,5.84,6.52,2,1,3
26,2,4,,3.1,,4,1,4
27,1,3,3,3.41,4.21,2,2,3
28,2,4,4,8.24,9.87,1,2,4
29,1,4,4,2.88,4.12,1,1,4
30,1,4,4,3.24,3.84,1,1,4
31,1,3,3,4.97,5.64,2,2,3
32,1,3,1,2.64,3.7,1,1,3
33,2,4,1,5.68,6.39,1,2,4
34,1,4,4,4.13,4.73,1,1,4
35,1,4,1,4.87,5.7,1,1,4
36,2,4,1,4.43,5.04,1,2,4
37,1,3,1,2.35,3.01,1,1,3
38,2,4,4,5.94,7.72,1,2,4
39,1,4,4,6.93,8.42,1,1,4
40,2,3,1,4.83,5.48,1,2,3
41,1,3,1,3.15,3.82,1,1,3
42,2,4,1,4.1,4.8,1,2,4
43,1,4,1,3,3.68,1,1,4
44,2,4,4,6.94,8.41,1,2,4
45,1,3,1,3.88,4.52,1,1,3
46,2,4,1,2.66,5.59,1,2,4
47,1,3,,,,3,2,3
48,2,3,4,6.73,7.45,1,2,3
49,2,3,1,4.28,5.03,1,2,3
50,2,4,1,2.28,3.21,1,2,4
51,1,4,2,5.09,6.01,2,2,4
52,2,3,1,5.79,6.8,1,2,3
53,1,3,1,3.56,4.37,1,1,3
54,1,4,1,2.36,3.29,1,1,4
55,2,4,1,3.66,4.34,1,2,4
56,1,3,2,4.91,5.77,2,2,3
57,1,4,1,10.13,10.88,1,1,4
58,2,3,1,2.67,3.66,1,2,3
59,2,4,4,2.86,4.55,1,2,4
60,1,4,1,3.34,4.25,1,1,4
61,2,4,,,,3,1,4
62,1,3,,5.07,,4,2,3
63,1,4,1,3.91,4.85,1,1,4
64,1,3,2,7.95,9.18,2,2,3
65,1,3,,5.55,,4,2,3
66,2,4,1,6.26,7.54,1,2,4
67,2,4,1,5.64,6.35,1,2,4
68,1,4,4,2.44,6.61,1,1,4
69,2,4,1,7.54,8.52,1,2,4
70,1,3,,,,3,2,3
71,1,3,4,8.7,10.2,1,1,3
72,1,3,3,4.63,5.44,2,2,3
73,2,4,1,2.15,2.91,1,2,4
74,2,4,1,9.27,15.83,1,2,4
75,1,4,1,2.32,2.91,1,1,4
76,2,3,1,8.3,9.02,1,2,3
77,2,3,1,3.16,3.75,1,2,3
78,1,3,1,5.52,6.58,1,1,3
79,2,3,4,8.89,9.9,1,2,3
80,2,3,4,4.76,5.35,1,2,3
81,1,4,4,5.59,6.88,1,1,4
