trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,4,4.63,5.65,1,1,4
2,2,3,3,2.82,3.87,2,1,3
3,1,3,3,4.04,4.63,2,2,3
4,1,4,1,3.44,4.24,1,1,4
5,1,4,4,3.24,3.93,1,1,4
6,1,3,3,2.74,3.41,2,2,3
7,2,3,4,2.28,2.88,1,2,3
8,2,3,1,3.64,4.26,1,2,3
9,1,4,4,3.05,3.63,1,1,4
10,2,3,3,2.99,3.54,2,1,3
11,1,4,4,2.96,3.53,1,1,4
12,2,3,4,3.41,4.21,1,2,3
13,1,3,1,3.49,4.35,1,1,3
14,1,4,4,3.3,3.85,1,1,4
15,1,3,2,2.13,2.81,2,2,3
16,1,4,4,4.22,4.83,1,1,4
17,2,4,1,3.13,3.68,1,2,4
18,2,3,3,2.15,2.76,2,1,3
19,1,3,4,3.56,4.13,1,1,3
20,2,3,1,3.16,3.73,1,2,3
21,1,4,3,3.43,4.05,2,2,4
22,1,3,2,3.01,3.85,2,2,3
23,2,3,1,3.12,3.78,1,2,3
24,2,4,4,3.89,5.07,1,2,4
25,1,4,4,2.42,3.07,1,1,4
26,1,4,1,2.88,3.48,1,1,4
27,2,3,1,3.46,4.07,1,2,3
28,2,4,4,3.72,4.64,1,2,4
29,1,3,1,2.09,2.67,1,1,3
30,1,4,4,3.08,3.63,1,1,4
31,2,4,1,3.07,3.85,1,2,4
32,2,3,2,2.52,3.27,2,1,3
33,2,3,3,2.95,5.22,2,1,3
34,1,4,1,2.6,3.22,1,1,4
35,1,4,4,2.39,2.98,1,1,4
36,1,4,4,2.31,2.91,1,1,4
37,2,3,4,4.99,5.59,1,2,3
38,1,4,1,3.13,3.78,1,1,4
39,2,4,4,2.08,2.72,1,2,4
40,1,3,4,3.04,3.85,1,1,3
41,1,3,4,2.73,3.31,1,1,3
42,1,4,4,2.23,2.81,1,1,4
43,2,4,1,7.01,7.84,1,2,4
44,2,4,4,2.43,3.03,1,2,4
45,1,3,1,2.86,3.41,1,1,3
46,2,4,1,3.52,4.29,1,2,4
47,1,4,4,2.77,3.71,1,1,4
48,1,4,1,3.33,3.94,1,1,4
49,2,3,4,2.6,3.35,1,2,3
50,1,3,2,3.33,4.01,2,2,3
51,1,3,1,3.2,3.79,1,1,3
52,2,3,3,4.42,5.6,2,1,3
53,2,3,4,2.32,2.93,1,2,3
54,1,3,1,2.67,3.24,1,1,3
55,1,4,4,2.93,3.52,1,1,4
56,1,4,1,2.45,3.09,1,1,4
57,2,4,1,4.97,5.8,1,2,4
58,1,4,1,5.29,5.93,1,1,4
59,2,3,4,3.29,3.93,1,2,3
60,2,3,4,2.61,3.21,1,2,3
61,2,3,1,2.29,2.96,1,2,3
62,2,4,4,5.5,6.31,1,2,4
63,2,3,4,2.32,2.94,1,2,3
64,1,3,1,6.21,6.92,1,1,3
65,2,3,1,3.17,4,1,2,3
66,2,3,2,5.6,6.61,2,1,3
67,1,3,1,2.48,3.08,1,1,3
68,2,3,1,2.3,3.13,1,2,3
69,1,3,4,7.79,8.5,1,1,3
70,1,3,4,5.49,6.11,1,1,3
71,1,4,4,4.8,5.39,1,1,4
72,1,4,4,4.77,5.35,1,1,4
73,2,4,4,9.5,10.13,1,2,4
74,2,3,,,,3,1,3
75,1,3,2,6.37,7.23,2,2,3
76,2,4,,,,3,1,4
77,2,3,4,5.63,6.26,1,2,3
78,1,3,,,,3,2,3
79,1,3,2,5.27,6.33,2,2,3
80,1,3,2,10.5,11.29,2,2,3
81,2,3,1,4.09,4.94,1,2,3
82,1,4,4,6.87,7.55,1,1,4
83,1,4,4,2.25,2.88,1,1,4
