stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type
4,1,62,0,1,1,0,0,1,1,0,0.0,,0
4,1,63,1,0,0,1,0,1,1,0,0.0,,0
5,1,1,0,1,1,0,0,1,1,0,3.0,0.0,2
5,1,2,0,1,1,0,0,1,1,0,2.0,0.0,1
5,1,3,1,1,0,0,1,1,0,0,4.0,1.0,2
5,1,4,1,0,0,1,1,0,0,1,4.0,1.0,2
5,1,5,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,6,0,1,1,0,0,1,1,0,4.0,1.0,2
5,1,7,1,1,0,0,1,1,0,0,3.0,0.0,2
5,1,8,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,9,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,10,1,0,0,1,0,1,1,0,0.0,,0
5,1,11,0,0,1,1,1,1,0,0,1.0,1.0,1
5,1,12,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,13,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,14,1,1,0,0,0,0,1,1,4.0,1.0,2
5,1,15,1,0,0,1,1,0,0,1,1.0,1.0,1
5,1,16,0,1,1,0,1,0,0,1,1.0,1.0,1
5,1,17,0,0,1,1,1,1,0,0,3.0,0.0,2
5,1,18,0,1,1,0,0,1,1,0,1.0,1.0,1
5,1,19,1,1,0,0,1,1,0,0,4.0,1.0,2
5,1,20,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,21,0,1,1,0,1,0,0,1,4.0,1.0,2
5,1,22,0,0,1,1,1,1,0,0,3.0,0.0,2
5,1,23,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,24,0,1,1,0,1,0,0,1,4.0,1.0,2
5,1,25,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,26,0,0,1,1,1,1,0,0,2.0,0.0,1
5,1,27,0,1,1,0,0,1,1,0,4.0,1.0,2
5,1,28,1,0,0,1,1,0,0,1,1.0,1.0,1
5,1,29,1,0,0,1,1,0,0,1,4.0,1.0,2
5,1,30,1,0,0,1,0,1,1,0,1.0,1.0,1
5,1,31,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,32,0,1,1,0,1,0,0,1,4.0,1.0,2
5,1,33,1,0,0,1,1,0,0,1,1.0,1.0,1
5,1,34,0,1,1,0,1,0,0,1,4.0,1.0,2
5,1,35,1,1,0,0,1,1,0,0,1.0,1.0,1
5,1,36,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,37,1,1,0,0,0,0,1,1,4.0,1.0,2
5,1,38,1,1,0,0,0,0,1,1,4.0,1.0,2
5,1,39,0,0,1,1,0,0,1,1,3.0,0.0,2
5,1,40,1,0,0,1,1,0,0,1,1.0,1.0,1
5,1,41,1,1,0,0,1,1,0,0,1.0,1.0,1
5,1,42,1,0,0,1,1,0,0,1,0.0,,0
5,1,43,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,44,1,1,0,0,1,1,0,0,2.0,0.0,1
5,1,45,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,46,0,0,1,1,0,0,1,1,4.0,1.0,2
5,1,47,1,1,0,0,0,0,1,1,4.0,1.0,2
5,1,48,1,1,0,0,0,0,1,1,1.0,1.0,1
5,1,49,0,1,1,0,1,0,0,1,4.0,1.0,2
5,1,50,1,1,0,0,0,0,1,1,2.0,0.0,1
5,1,51,1,0,0,1,0,1,1,0,4.0,1.0,2
5,1,52,0,0,1,1,0,0,1,1,0.0,,0
5,1,53,0,1,1,0,1,0,0,1,0.0,,0
5,1,54,0,1,1,0,1,0,0,1,0.0,,0
5,1,55,0,1,1,0,0,1,1,0,4.0,1.0,2
