stage_name,stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
LEDs1,3,10,30.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,10,31.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,10,32.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,10,33.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,10,34.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,10,35.0,1,1,-1,-1,-1,-1,0,0,,
LEDs1,3,10,36.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,10,37.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,10,38.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,10,39.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,10,40.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,10,41.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,10,42.0,1,0,-1,-1,0,1,-1,-1,,
LEDs1,3,10,43.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,10,44.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,10,45.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
LEDs1,3,10,46.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,10,47.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,10,48.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,10,49.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,10,50.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,10,51.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,10,52.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,10,53.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
LEDs1,3,10,54.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,10,55.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,10,56.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,10,57.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,10,58.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,10,59.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,10,60.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,11,1.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,11,2.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,11,3.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,11,4.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,11,5.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,11,6.0,-1,-1,-1,-1,0,0,1,1,,
LEDs1,3,11,7.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,11,8.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,11,9.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,11,10.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,11,11.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,11,12.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,11,13.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,11,14.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,11,15.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,11,16.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,11,17.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,11,18.0,-1,-1,0,1,1,0,-1,-1,,
LEDs1,3,11,19.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
LEDs1,3,11,20.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,11,21.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
LEDs1,3,11,22.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,11,23.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,11,24.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,11,25.0,-1,-1,1,1,0,0,-1,-1,,
LEDs1,3,11,26.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,11,27.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,11,28.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,11,29.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,11,30.0,-1,-1,0,1,1,0,-1,-1,,
LEDs1,3,11,31.0,-1,-1,1,0,0,1,-1,-1,,
LEDs1,3,11,32.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,11,33.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,11,34.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,11,35.0,-1,-1,-1,-1,0,0,1,1,,
LEDs1,3,11,36.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,11,37.0,-1,-1,-1,-1,0,0,1,1,3.0,0.0
LEDs1,3,11,38.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,11,39.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,11,40.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,11,41.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
LEDs1,3,11,42.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,11,43.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,11,44.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,11,45.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,11,46.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,11,47.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,11,48.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,11,49.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,11,50.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
LEDs1,3,11,51.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,11,52.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,11,53.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,11,54.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,11,55.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,11,56.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,11,57.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,11,58.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,11,59.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,11,60.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,11,61.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,11,62.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
LEDs1,3,11,63.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,11,64.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,11,65.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,1.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
LEDs1,3,12,2.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,12,3.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
LEDs1,3,12,4.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,12,5.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,12,6.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
LEDs1,3,12,7.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,12,8.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,9.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,12,10.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
LEDs1,3,12,11.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,12,12.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
LEDs1,3,12,13.0,0,1,-1,-1,-1,-1,1,0,,
LEDs1,3,12,14.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
LEDs1,3,12,15.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,12,16.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
LEDs1,3,12,17.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,12,18.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
LEDs1,3,12,19.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
LEDs1,3,12,20.0,-1,-1,1,1,-1,-1,0,0,,
LEDs1,3,12,21.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,22.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,12,23.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,12,24.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
LEDs1,3,12,25.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,12,26.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,27.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
LEDs1,3,12,28.0,-1,-1,0,1,-1,-1,1,0,,
LEDs1,3,12,29.0,-1,-1,0,1,1,0,-1,-1,,
LEDs1,3,12,30.0,0,0,1,1,-1,-1,-1,-1,,
LEDs1,3,12,31.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,12,32.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
LEDs1,3,12,33.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
LEDs1,3,12,34.0,1,1,-1,-1,0,0,-1,-1,,
LEDs1,3,12,35.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,12,36.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
LEDs1,3,12,37.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
LEDs1,3,12,38.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
LEDs1,3,12,39.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,40.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
LEDs1,3,12,41.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,12,42.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,12,43.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
LEDs1,3,12,44.0,-1,-1,0,0,-1,-1,1,1,,
LEDs1,3,12,45.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
LEDs1,3,12,46.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,12,47.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
LEDs1,3,12,48.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,12,49.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,12,50.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
LEDs1,3,12,51.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
LEDs1,3,12,52.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
LEDs1,3,12,53.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
LEDs1,3,12,54.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
LEDs1,3,12,55.0,1,0,-1,-1,-1,-1,0,1,,
LEDs1,3,12,56.0,-1,-1,1,0,-1,-1,0,1,,
LEDs1,3,12,57.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,12,58.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,12,59.0,-1,-1,0,0,1,1,-1,-1,,
LEDs1,3,12,60.0,-1,-1,1,1,0,0,-1,-1,3.0,0.0
LEDs1,3,12,61.0,0,1,-1,-1,1,0,-1,-1,,
LEDs1,3,12,62.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
LEDs1,3,12,63.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
LEDs1,3,12,64.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
LEDs1,3,12,65.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
LEDs1,3,12,66.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
LEDs1,3,12,67.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
LEDs1,3,12,68.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
LEDs1,3,12,69.0,1,1,-1,-1,-1,-1,0,0,,
LEDs1,3,12,70.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,71.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
LEDs1,3,12,72.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
LEDs1,3,12,73.0,-1,-1,-1,-1,0,0,1,1,,
LEDs1,3,12,74.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
LEDs1,3,12,75.0,0,1,-1,-1,1,0,-1,-1,,
