trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,1,2.33,3.33,1,1,3
2,1,3,4,3.44,4.3,2,2,3
3,1,4,2,4.82,6.24,2,2,4
4,2,3,3,4.19,5.08,1,2,3
5,1,3,4,4.84,5.49,2,2,3
6,1,3,3,3.72,4.62,1,1,3
7,2,4,2,2.24,4.04,1,2,4
8,2,3,,,,3,1,3
9,1,3,1,6.42,7.26,1,1,3
10,1,4,,,,3,2,4
11,2,4,3,2.34,3.23,2,1,4
12,2,3,,,,3,1,3
13,2,3,3,3.67,4.24,1,2,3
14,2,3,2,3.7,4.89,1,2,3
15,1,4,1,4.23,4.91,1,1,4
16,1,4,4,4.59,5.61,1,1,4
17,1,4,,,,3,2,4
18,1,4,4,3.94,4.53,1,1,4
19,2,3,3,2.99,3.56,1,2,3
20,2,3,3,2.48,4.79,1,2,3
21,2,3,,,,3,1,3
22,1,3,3,3.22,4.01,1,1,3
23,1,3,,,,3,2,3
24,2,4,2,5.67,6.93,1,2,4
25,2,4,3,6.37,7.37,2,1,4
26,1,4,,2.9,,4,2,4
27,1,4,1,3.38,4.57,1,1,4
28,1,3,1,7.71,9.52,1,1,3
29,2,4,3,2.28,3.11,2,1,4
30,2,4,2,10.38,11.61,1,2,4
31,1,3,3,3.8,4.83,1,1,3
32,1,4,1,4.16,5.09,1,1,4
33,1,4,2,2.68,3.39,2,2,4
34,1,3,3,2.7,3.59,1,1,3
35,2,3,3,5.26,5.91,1,2,3
36,1,3,1,5.58,6.28,1,1,3
37,1,4,2,4.41,5.38,2,2,4
38,1,4,1,3.64,4.3,1,1,4
39,2,3,4,4.72,5.76,2,1,3
40,2,4,1,3.89,4.62,2,1,4
41,2,4,2,3.8,4.9,1,2,4
42,1,4,,,,3,2,4
43,1,3,,,,3,2,3
44,2,3,,2.61,,4,1,3
45,2,4,,7.09,,4,1,4
46,1,4,4,8.82,9.82,1,1,4
47,1,4,2,9.17,9.84,2,2,4
48,1,3,2,4.53,6.19,2,2,3
49,1,3,1,6.37,7.22,1,1,3
50,2,3,4,7.45,8.64,2,1,3
51,2,4,1,5.1,6.18,2,1,4
52,2,4,,4.7,,4,1,4
53,1,4,3,5.96,7.08,2,2,4
54,2,4,,,,3,1,4
55,1,3,2,2.84,4.36,2,2,3
56,1,3,1,4.42,5.58,1,1,3
57,1,4,2,2.2,3.37,2,2,4
58,1,4,,,,3,2,4
59,1,4,2,7.33,8.22,2,2,4
60,2,3,1,2.58,3.42,2,1,3
61,1,4,4,2.59,3.6,1,1,4
62,1,4,1,3.55,4.28,1,1,4
63,1,3,3,3.07,4.19,1,1,3
64,2,3,2,2.38,3.62,1,2,3
65,1,3,1,3.41,4.47,1,1,3
66,2,3,2,3.36,4.54,1,2,3
67,1,4,,,,3,2,4
68,2,3,,,,3,1,3
69,1,4,2,2.37,3.26,2,2,4
70,2,3,,,,3,1,3
71,2,4,,,,3,1,4
72,1,4,,,,3,2,4
73,2,3,1,3.85,4.88,2,1,3
74,2,4,1,3.74,4.73,2,1,4
75,1,4,,,,3,2,4
76,1,3,,,,3,2,3
77,2,4,,,,3,1,4
78,1,4,2,10.45,11.43,2,2,4
79,1,4,2,2.85,3.83,2,2,4
80,2,4,1,3.12,4.22,2,1,4
81,2,4,,,,3,1,4
82,2,4,1,3.34,4.44,2,1,4
83,1,4,2,3.2,4.25,2,2,4
84,2,4,2,3.34,4.43,1,2,4
85,2,4,3,4.17,5.42,2,1,4
86,1,4,1,8.67,9.74,1,1,4
87,2,3,3,2.74,3.64,1,2,3
88,2,3,2,5.3,6.54,1,2,3
89,2,4,3,3.94,4.98,2,1,4
90,2,4,,,,3,1,4
91,2,3,1,4.53,5.25,2,1,3
92,2,4,,,,3,1,4
93,2,4,2,3.03,4.1,1,2,4
94,1,3,1,6.08,7.07,1,1,3
95,2,3,4,6.73,7.75,2,1,3
96,1,3,2,1.56,3.3,2,2,3
97,2,4,4,6.47,7.62,1,2,4
98,2,3,2,2.97,4.49,1,2,3
99,1,4,1,2.97,4.46,1,1,4
100,1,3,3,7.02,8.01,1,1,3
101,1,4,1,2.89,3.92,1,1,4
102,2,4,2,4.99,6.02,1,2,4
103,2,4,1,4.33,5.31,2,1,4
104,1,4,2,5.31,6.51,2,2,4
105,1,3,1,2.57,4.07,1,1,3
106,1,3,2,2.76,3.88,2,2,3
107,2,3,2,5.22,6.26,1,2,3
108,1,4,1,2.91,3.92,1,1,4
109,1,3,2,3.48,4.56,2,2,3
110,2,3,1,3.85,4.82,2,1,3
111,2,4,2,2.12,3.1,1,2,4
112,1,4,,,,3,2,4
113,2,4,2,3.06,4.07,1,2,4
114,1,4,4,2.34,3.29,1,1,4
115,1,3,1,3.36,4.32,1,1,3
116,2,3,2,2.57,4.16,1,2,3
117,1,3,3,2.6,3.76,1,1,3
118,2,3,1,6.71,7.64,2,1,3
119,1,3,1,3.36,4.19,1,1,3
120,2,3,2,2.38,4.06,1,2,3
121,1,4,4,3.58,5,1,1,4
122,2,3,2,4.15,5.24,1,2,3
123,1,3,1,2.85,3.79,1,1,3
124,2,3,2,2.57,3.57,1,2,3
125,1,3,1,2.88,3.86,1,1,3
126,2,4,2,2.25,3.37,1,2,4
