trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,3,4,2.59,3.68,2,1,3
2,1,4,1,2.52,4.93,1,1,4
3,1,4,3,2.56,3.7,2,2,4
4,1,4,2,3.1,4.4,2,2,4
5,2,3,1,2.5,3.44,2,1,3
6,2,4,4,2.95,3.91,1,2,4
7,1,4,1,3.12,3.82,1,1,4
8,2,3,2,3.62,3.92,1,2,3
9,1,4,2,2.83,3.55,2,2,4
10,2,4,4,2.39,3.64,1,2,4
11,1,4,2,2.61,3.37,2,2,4
12,2,3,1,2.62,3.23,2,1,3
13,2,3,2,2.28,3.05,1,2,3
14,2,3,1,3.48,4.22,2,1,3
15,2,3,2,2.12,3.07,1,2,3
16,1,3,1,3.12,3.91,1,1,3
17,1,3,2,2.52,3.31,2,2,3
18,2,4,1,2.87,3.65,2,1,4
19,1,4,,3.35,,4,2,4
20,2,3,1,2.46,3.17,2,1,3
21,2,4,1,2.98,3.83,2,1,4
22,2,3,3,2.79,3.68,1,2,3
23,2,4,2,2.63,3.34,1,2,4
24,2,3,2,7.84,8.54,1,2,3
25,2,4,2,2.21,2.83,1,2,4
26,2,3,1,2.64,3.35,2,1,3
27,2,4,1,2.99,3.7,2,1,4
28,2,4,1,2.1,2.81,2,1,4
29,1,3,1,2.65,3.3,1,1,3
30,1,3,2,3.48,4.17,2,2,3
31,1,3,1,2.77,3.5,1,1,3
32,1,3,1,3.35,4,1,1,3
33,1,4,3,8.22,9.77,2,2,4
34,2,4,1,2.84,3.52,2,1,4
35,2,4,2,3.51,4.24,1,2,4
36,1,3,1,2.74,3.45,1,1,3
37,2,3,2,2.51,3.14,1,2,3
38,1,4,1,2.19,2.86,1,1,4
39,1,3,2,2.25,2.96,2,2,3
40,2,3,1,3.36,4.05,2,1,3
41,1,4,1,2.33,2.98,1,1,4
42,1,3,1,2.39,3.01,1,1,3
43,1,3,1,2.06,2.7,1,1,3
44,1,4,1,2.35,3,1,1,4
45,1,3,1,2.6,3.23,1,1,3
46,2,3,1,2.67,3.33,2,1,3
47,2,3,1,3.15,3.82,2,1,3
48,1,4,2,2.52,3.22,2,2,4
49,1,4,1,3.58,4.24,1,1,4
50,1,4,1,2.1,2.76,1,1,4
51,2,4,2,3.28,3.97,1,2,4
52,1,3,2,4.78,12.16,,2,3
53,1,3,1,2.8,3.4,1,1,3
54,1,4,1,2.4,3.09,1,1,4
55,1,3,2,3.49,4.21,2,2,3
56,2,3,1,3.22,3.94,2,1,3
57,2,4,2,2.42,3.05,1,2,4
58,2,4,1,2.55,3.16,2,1,4
59,1,4,,,,3,2,4
60,1,3,1,2.16,2.84,1,1,3
61,2,4,1,3.24,3.86,2,1,4
62,2,4,2,3.5,4.42,1,2,4
63,1,4,1,3.04,3.74,1,1,4
64,2,4,1,2.29,3.27,2,1,4
65,2,3,2,2.88,3.51,1,2,3
66,2,4,1,2.33,3.01,2,1,4
67,1,3,1,2.32,2.97,1,1,3
68,2,3,1,2.86,3.5,2,1,3
69,1,4,2,3.73,4.39,2,2,4
70,1,4,1,3,3.85,1,1,4
71,2,4,1,2.27,2.88,2,1,4
72,2,4,1,3.05,4.03,2,1,4
73,1,4,2,3.54,4.19,2,2,4
74,2,3,1,3.19,3.9,2,1,3
75,2,3,2,4.59,5.15,1,2,3
76,2,3,1,2.63,3.35,2,1,3
77,2,3,2,2.19,2.81,1,2,3
78,1,3,1,2.44,3.12,1,1,3
79,1,4,2,3.59,4.15,2,2,4
80,2,4,1,2.66,3.28,2,1,4
81,2,4,1,2.8,3.44,2,1,4
82,2,3,1,3.2,3.89,2,1,3
83,2,4,,,,3,1,4
84,2,4,1,7.03,9.42,2,1,4
