trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,2,3.21,4.3,1,2,4
2,1,4,1,4.89,5.76,1,1,4
3,1,4,1,3.04,3.77,1,1,4
4,1,4,4,7.8,10.13,1,1,4
5,1,3,3,2.71,3.58,1,1,3
6,1,4,1,3.23,4.12,1,1,4
7,1,4,3,2.97,3.83,2,2,4
8,1,4,2,3.91,4.63,2,2,4
9,2,4,3,4.94,5.79,2,1,4
10,1,4,,3.21,,4,2,4
11,2,3,1,3.35,4.38,2,1,3
12,1,4,4,7.91,9.33,1,1,4
13,2,4,4,3.76,5.71,1,2,4
14,1,4,4,4.23,4.98,1,1,4
15,2,3,3,6.05,6.85,1,2,3
16,1,3,3,3.95,4.94,1,1,3
17,1,4,,,,3,2,4
18,2,3,,,,3,1,3
19,1,3,2,3.62,4.53,2,2,3
20,1,4,3,5.36,7.64,2,2,4
21,2,4,,,,3,1,4
22,2,3,4,4.81,6.35,2,1,3
23,1,3,3,3.38,4.64,1,1,3
24,1,4,,4.4,,4,2,4
25,1,4,,,,3,2,4
26,2,4,2,9.78,11.09,1,2,4
27,2,4,1,3.19,4.38,2,1,4
28,1,3,3,2.51,3.74,1,1,3
29,2,3,4,5.73,7.06,2,1,3
30,2,4,1,6.37,8.26,2,1,4
31,2,3,3,3.18,4.54,1,2,3
32,1,4,4,6.58,8.11,1,1,4
33,2,4,,,,3,1,4
34,1,4,,6.94,,4,2,4
35,2,3,1,3.07,5.26,2,1,3
36,2,3,2,3.5,4.82,1,2,3
37,2,3,2,5.53,6.51,1,2,3
38,1,4,1,3.6,4.55,1,1,4
39,2,3,3,4.06,5.31,1,2,3
40,2,3,3,4.43,5.58,1,2,3
41,1,4,1,5.91,7.11,1,1,4
42,1,4,,,,3,2,4
43,1,3,,8.76,,4,2,3
44,2,3,,,,3,1,3
45,1,3,1,10.17,11.3,1,1,3
46,1,4,2,8.58,9.78,2,2,4
47,2,3,3,3.49,5.61,1,2,3
48,1,3,1,5.97,7.29,1,1,3
49,2,4,,,,3,1,4
50,1,3,,,,3,2,3
51,1,4,4,8.83,10.01,1,1,4
52,1,3,3,6.25,7.71,1,1,3
53,1,4,2,9.82,10.75,2,2,4
54,2,4,,,,3,1,4
55,1,4,,,,3,2,4
56,1,4,,,,3,2,4
57,1,4,3,7.34,8.72,2,2,4
58,1,4,,,,3,2,4
59,1,3,,,,3,2,3
60,1,3,,,,3,2,3
61,1,3,1,3.17,4.51,1,1,3
62,2,4,,,,3,1,4
63,2,3,,,,3,1,3
64,2,4,,,,3,1,4
65,1,4,3,4.6,6.12,2,2,4
66,1,4,,,,3,2,4
67,2,4,2,8.05,15.73,1,2,4
68,1,3,2,2.45,7.29,2,2,3
69,2,4,4,10,11.05,1,2,4
70,1,3,,7.73,,4,2,3
71,1,3,1,5.77,7.01,1,1,3
72,1,3,2,3.06,3.86,2,2,3
73,2,4,,,,3,1,4
74,1,4,3,3.64,4.88,2,2,4
75,2,3,4,2.64,3.79,2,1,3
76,2,4,,2.83,,4,1,4
77,1,4,,,,3,2,4
78,1,4,,,,3,2,4
79,1,3,,,,3,2,3
80,1,4,2,6.55,14.61,2,2,4
81,2,3,,,,3,1,3
82,2,3,,,,3,1,3
83,1,4,,,,3,2,4
84,1,3,,6.83,,4,2,3
85,2,4,,,,3,1,4
86,1,4,1,7.73,8.65,1,1,4
87,1,4,,,,3,2,4
88,1,3,3,3.13,3.96,1,1,3
89,2,3,,3.78,,4,1,3
90,2,3,,,,3,1,3
91,1,3,3,7.22,8.17,1,1,3
92,1,4,2,6.98,8.14,2,2,4
