trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,3,3.49,5.22,1,1,3
2,2,4,2,2.89,4.16,1,2,4
3,2,4,2,3.85,4.54,1,2,4
4,1,3,4,2.69,3.7,2,2,3
5,1,4,,2.71,,4,2,4
6,2,3,2,5.85,6.55,1,2,3
7,2,4,2,2.4,3.04,1,2,4
8,1,3,4,2.13,3.82,2,2,3
9,2,4,1,3.04,4.74,2,1,4
10,1,3,2,3.17,4.11,2,2,3
11,2,3,,,,3,1,3
12,1,3,1,2.38,3.13,1,1,3
13,1,3,1,2.72,3.48,1,1,3
14,1,4,2,2.93,3.67,2,2,4
15,1,4,1,2.53,3.38,1,1,4
16,1,4,1,2.8,3.47,1,1,4
17,2,3,2,2.74,3.46,1,2,3
18,1,4,1,3.72,4.38,1,1,4
19,2,4,1,2.74,3.39,2,1,4
20,2,4,2,2.63,3.33,1,2,4
21,2,3,2,5.6,6.25,1,2,3
22,1,4,1,2.54,3.29,1,1,4
23,2,3,2,3.13,3.97,1,2,3
24,2,3,2,7.55,8.29,1,2,3
25,2,4,2,3.15,3.91,1,2,4
26,2,4,1,2.16,3.04,2,1,4
27,2,4,2,3.42,4.04,1,2,4
28,1,3,1,9.06,9.69,1,1,3
29,1,3,,,,3,2,3
30,2,4,2,3.99,4.67,1,2,4
31,1,3,2,3.32,4.19,2,2,3
32,1,3,1,2.75,3.43,1,1,3
33,2,3,,,,3,1,3
34,1,3,1,7.58,8.19,1,1,3
35,2,3,2,3.74,4.39,1,2,3
36,2,4,2,2.77,3.5,1,2,4
37,1,4,1,2.89,3.57,1,1,4
38,2,3,2,6.44,6.95,1,2,3
39,2,4,2,3.06,3.63,1,2,4
40,2,4,2,2.23,2.89,1,2,4
41,2,4,2,3.4,3.98,1,2,4
42,2,4,2,3.62,4.26,1,2,4
43,1,4,1,3.84,4.52,1,1,4
44,2,4,2,2.95,3.57,1,2,4
45,2,4,2,2.54,3.16,1,2,4
46,2,3,2,3.75,4.36,1,2,3
47,2,4,1,3.95,4.6,2,1,4
48,1,3,2,2.34,2.96,2,2,3
49,1,3,1,6.6,7.15,1,1,3
50,2,4,2,2.26,2.87,1,2,4
51,2,3,2,5.57,6.19,1,2,3
52,1,4,1,2.69,3.29,1,1,4
53,2,4,2,1.86,3.15,1,2,4
54,2,3,2,2.49,3.11,1,2,3
55,2,4,2,3.65,4.24,1,2,4
56,1,4,2,2.62,3.44,2,2,4
57,2,3,2,3.04,3.75,1,2,3
58,1,3,2,3.32,3.97,2,2,3
59,2,3,2,2.82,3.42,1,2,3
60,1,4,1,4.85,5.43,1,1,4
61,1,3,2,2.99,4.4,2,2,3
62,1,4,2,3.94,4.56,2,2,4
63,2,3,2,2.41,3.05,1,2,3
64,2,3,2,2.41,3.01,1,2,3
65,2,4,2,3.55,4.15,1,2,4
66,1,4,1,7.26,7.87,1,1,4
67,2,4,2,2.31,2.94,1,2,4
68,2,4,2,3.39,4.04,1,2,4
69,1,4,2,3.16,3.78,2,2,4
70,2,3,2,2.3,2.91,1,2,3
71,1,3,1,3.23,3.89,1,1,3
72,1,3,1,4.1,4.74,1,1,3
73,1,3,2,3.82,4.45,2,2,3
74,1,3,,,,3,2,3
75,1,3,1,3.07,3.66,1,1,3
76,1,4,1,4.79,5.4,1,1,4
77,1,4,2,2.93,3.54,2,2,4
78,2,4,2,3.98,4.56,1,2,4
79,2,3,2,3.57,4.21,1,2,3
80,1,4,1,3.15,3.74,1,1,4
81,1,4,1,3.83,4.43,1,1,4
82,2,3,2,2.62,3.23,1,2,3
83,2,4,2,3.14,3.78,1,2,4
84,1,3,1,4.44,5.03,1,1,3
85,1,3,2,2.59,3.32,2,2,3
86,1,4,,,,3,2,4
87,2,3,1,2.36,3.15,2,1,3
88,2,3,2,3.38,4.24,1,2,3
89,1,4,2,3.38,4.02,2,2,4
90,1,3,1,2.71,3.35,1,1,3
91,2,3,2,2.42,3.06,1,2,3
92,1,4,1,2.93,3.56,1,1,4
93,2,3,2,5.97,6.6,1,2,3
94,2,4,2,3.14,3.86,1,2,4
95,2,3,2,2.99,3.63,1,2,3
96,2,3,2,2.55,3.16,1,2,3
97,1,3,1,2.92,3.56,1,1,3
98,1,4,1,7.81,8.42,1,1,4
99,2,3,2,2.81,3.42,1,2,3
100,2,4,2,2.76,3.38,1,2,4
101,2,3,2,3.06,3.67,1,2,3
102,2,4,2,1.51,3.72,1,2,4
103,2,3,2,2.29,2.94,1,2,3
104,2,4,2,2.34,2.96,1,2,4
105,2,4,2,2.59,3.18,1,2,4
106,2,4,2,2.86,3.51,1,2,4
