trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,,,,3,2,3
2,1,4,3,5.5,6.59,2,2,4
3,2,3,2,5.93,7.96,1,2,3
4,1,4,3,4.72,5.71,2,2,4
5,1,4,1,9.56,10.89,1,1,4
6,1,4,4,4.63,6,1,1,4
7,2,4,4,6.39,7.21,1,2,4
8,2,4,3,2.24,3.09,2,1,4
9,2,3,3,2.22,2.99,1,2,3
10,1,3,4,3.6,4.39,2,2,3
11,1,3,2,3.03,4.02,2,2,3
12,1,4,4,3.5,4.28,1,1,4
13,2,3,3,2.38,3.17,1,2,3
14,2,3,3,3.07,3.76,1,2,3
15,2,4,1,8.45,10.52,2,1,4
16,1,4,4,3.09,4.06,1,1,4
17,1,4,2,3.41,4.47,2,2,4
18,1,3,4,6.67,7.87,2,2,3
19,1,4,3,4.87,5.75,2,2,4
20,2,4,4,5.69,6.45,1,2,4
21,2,3,,,,3,1,3
22,1,3,1,6.04,6.99,1,1,3
23,2,4,2,6.98,8.1,1,2,4
24,1,3,1,2.88,3.91,1,1,3
25,2,3,,,,3,1,3
26,2,3,,,,3,1,3
27,2,3,1,5.19,6.4,2,1,3
28,2,4,3,2.74,3.57,2,1,4
29,1,4,1,2.4,3.26,1,1,4
30,1,4,1,3.58,4.4,1,1,4
31,1,4,3,3.89,4.54,2,2,4
32,2,3,1,2.99,3.86,2,1,3
33,1,4,2,2.69,3.67,2,2,4
34,1,3,1,6.91,7.63,1,1,3
35,2,3,4,5.55,6.83,2,1,3
36,1,4,1,2.06,2.81,1,1,4
37,2,4,3,6.71,7.63,2,1,4
38,2,4,1,7.2,12.17,2,1,4
39,2,3,3,5.04,5.75,1,2,3
40,1,3,4,3.13,3.87,2,2,3
41,1,3,3,2.83,3.52,1,1,3
42,2,4,1,10.35,11.45,2,1,4
43,1,3,,2.57,,4,2,3
44,1,4,2,3.14,4.07,,2,4
45,2,3,2,7.91,8.81,1,2,3
46,1,4,2,3.14,4.53,,2,4
47,1,4,1,5.26,6.12,1,1,4
48,2,3,3,2.24,3.04,1,2,3
49,2,4,,,,3,1,4
50,1,3,4,2.78,4.49,2,2,3
51,2,3,3,2.48,3.39,1,2,3
52,1,4,4,4.47,5.2,1,1,4
53,1,4,,,,3,2,4
54,1,4,1,6,6.77,1,1,4
55,2,4,2,7.03,7.9,1,2,4
56,2,4,4,7.58,8.44,1,2,4
57,1,3,1,2.42,3.22,1,1,3
58,2,4,,,,3,1,4
59,1,4,,4.78,,4,2,4
60,2,4,4,2.54,3.58,1,2,4
61,1,4,4,4.63,5.44,1,1,4
62,1,4,4,4.74,5.55,1,1,4
63,1,3,2,7.48,8.63,2,2,3
64,2,4,1,2.94,3.9,2,1,4
65,2,4,,,,3,1,4
66,2,4,2,3.82,5.07,,1,4
67,1,4,1,4.52,5.26,1,1,4
68,2,3,4,3.95,5.05,2,1,3
69,2,3,2,3.65,4.67,,1,3
70,1,3,4,2.41,3.34,2,2,3
71,1,3,1,2.91,3.69,1,1,3
72,1,4,4,6.81,7.75,1,1,4
73,2,3,,,,3,1,3
74,1,4,1,2.73,3.45,1,1,4
75,2,4,1,3.73,4.75,2,1,4
76,2,4,3,7.27,8.27,2,1,4
77,1,4,2,5.96,7.05,,2,4
78,1,3,2,2.15,3.08,2,2,3
79,1,4,1,8.71,9.58,1,1,4
80,1,3,,,,3,2,3
81,2,4,2,6.26,7.22,1,2,4
82,1,3,1,3.91,4.85,1,1,3
83,1,3,4,4.57,5.85,2,2,3
84,1,3,1,6.96,7.9,1,1,3
85,1,3,,,,3,2,3
86,2,4,4,4.35,5.32,1,2,4
87,2,3,3,9.88,10.87,1,2,3
88,2,3,3,9.05,10.02,1,2,3
89,2,4,,,,3,1,4
90,1,3,,,,3,2,3
91,2,4,4,10.37,11.26,1,2,4
92,2,3,,,,3,1,3
93,1,3,,,,3,2,3
94,1,4,1,4.3,5.25,1,1,4
95,1,4,2,2.57,3.69,2,2,4
96,2,3,,,,3,1,3
97,2,3,2,9.04,10.19,1,2,3
98,1,4,,,,3,2,4
99,1,4,4,6.08,7.19,1,1,4
