trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,2,4,3,2.69,3.42,2,1,4
2,1,4,1,2.77,3.69,1,1,4
3,2,3,4,2.09,3.32,2,1,3
4,2,4,3,2.7,3.48,2,1,4
5,1,4,1,3.36,3.55,1,1,4
6,2,3,3,3.83,4.15,1,2,3
7,1,4,2,2.63,3.44,2,2,4
8,1,4,1,2.46,2.99,1,1,4
9,1,4,4,3.1,3.1,1,1,4
10,2,4,4,3.84,3.84,1,2,4
11,1,4,4,3.05,3.05,1,1,4
12,1,4,2,2.62,3.45,2,2,4
13,2,3,4,3.18,4.05,2,1,3
14,2,3,3,3.09,3.82,1,2,3
15,1,4,4,3.87,3.87,1,1,4
16,2,3,2,2.32,3.03,1,2,3
17,1,3,1,2.12,2.82,1,1,3
18,2,3,2,5.07,5.66,1,2,3
19,2,3,4,3.82,3.82,2,1,3
20,2,3,1,5.64,6.21,2,1,3
21,2,4,4,3.38,3.38,1,2,4
22,2,4,4,4.98,4.98,1,2,4
23,1,3,1,2.75,3.38,1,1,3
24,1,3,1,3.29,3.93,1,1,3
25,2,3,2,2.57,3.38,1,2,3
26,1,3,1,2.8,3.7,1,1,3
27,1,4,1,2.54,3.16,1,1,4
28,1,3,3,3.52,4.31,1,1,3
29,1,4,4,3.34,3.34,1,1,4
30,2,3,3,5.45,6.22,1,2,3
31,2,4,2,3.24,5.87,1,2,4
32,2,3,2,3.19,3.98,1,2,3
33,1,4,1,2.42,3.14,1,1,4
34,2,4,1,3.07,3.8,2,1,4
35,2,3,1,2.9,3.65,2,1,3
36,1,3,3,2.77,3.58,1,1,3
37,2,3,1,3.03,3.67,2,1,3
38,1,3,1,2.46,3.13,1,1,3
39,2,4,4,4.59,4.59,1,2,4
40,1,3,3,3.32,4.01,1,1,3
41,2,3,1,3.46,4.74,2,1,3
42,1,3,1,2.76,3.47,1,1,3
43,2,3,1,4.1,5.49,2,1,3
44,1,3,1,2.2,2.91,1,1,3
45,2,4,1,2.43,3.15,2,1,4
46,2,4,4,6.15,6.15,1,2,4
47,1,3,2,2.77,3.6,2,2,3
48,2,4,1,2.29,3.08,2,1,4
49,1,3,1,4.51,5.12,1,1,3
50,1,3,1,4.06,4.79,1,1,3
51,2,3,,,,3,1,3
52,1,3,,,,3,2,3
53,1,3,1,5.54,6.29,1,1,3
54,1,3,2,11.51,12.31,2,2,3
55,2,4,1,4.02,4.99,2,1,4
56,1,3,1,2.77,3.5,1,1,3
57,1,3,1,2.19,2.88,1,1,3
58,1,3,1,2.43,3.25,1,1,3
59,1,4,1,6.05,6.9,1,1,4
60,2,3,,,,3,1,3
61,2,3,,,,3,1,3
62,2,3,,7.39,,4,1,3
63,1,3,,,,3,2,3
64,1,4,,,,3,2,4
65,2,3,,,,3,1,3
66,2,4,,,,3,1,4
67,2,4,,6.3,,4,1,4
68,1,3,,2.76,,4,2,3
69,2,4,1,3.26,4.36,2,1,4
70,2,4,,,,3,1,4
71,1,3,,,,3,2,3
72,2,4,2,2.63,3.79,1,2,4
73,2,3,2,4.62,5.68,1,2,3
74,1,3,2,6.92,8.25,2,2,3
75,2,3,2,3.6,4.9,1,2,3
76,1,3,1,2.72,3.36,1,1,3
77,1,4,1,2.46,3.63,1,1,4
78,1,4,1,7.91,8.64,1,1,4
79,1,3,1,3.08,3.84,1,1,3
80,2,3,1,3.5,4.8,2,1,3
81,1,4,1,3.2,4.01,1,1,4
82,1,4,1,2.92,4.21,1,1,4
83,2,4,2,3.51,5.01,1,2,4
84,1,3,2,5.42,6.78,2,2,3
85,2,3,2,3.18,4.28,1,2,3
86,1,3,1,3.61,4.83,1,1,3
87,2,3,2,6.73,7.78,1,2,3
88,2,3,2,3.46,4.2,1,2,3
89,1,3,1,5.44,6.21,1,1,3
90,1,3,1,2.27,3.58,1,1,3
91,2,3,2,4.43,5.77,1,2,3
92,1,4,1,2.3,3.27,1,1,4
93,1,3,1,2.36,3.55,1,1,3
94,1,4,1,3.92,4.72,1,1,4
95,1,4,1,3.3,4.26,1,1,4
96,2,3,2,3.84,5.2,1,2,3
97,1,4,1,5.17,5.92,1,1,4
98,2,4,4,3.89,3.89,1,2,4
99,2,4,1,3.72,6.07,2,1,4
100,2,3,2,2.4,3.6,1,2,3
101,1,3,2,2.57,3.6,2,2,3
102,1,3,1,4.06,4.78,1,1,3
103,1,3,1,4.38,5.87,1,1,3
104,2,3,3,5.21,5.53,1,2,3
105,2,4,2,3.45,4.8,1,2,4
106,1,4,,3.76,,4,2,4
107,1,3,3,4.01,5.2,1,1,3
108,1,4,2,5.13,6.71,2,2,4
109,1,4,4,2.89,3.44,1,1,4
110,2,4,2,2.68,3.48,1,2,4
111,2,3,2,5.43,6.32,1,2,3
112,2,3,2,2.45,3.71,1,2,3
113,2,4,4,1.53,3.8,1,2,4
114,2,4,2,3.99,5.18,1,2,4
