trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,4,1,4.01,4.95,1,1,4
2,2,3,4,2,2.96,2,1,3
3,1,4,4,1.51,2.96,1,1,4
4,2,4,4,1.51,3.35,1,2,4
5,1,3,2,4.03,4.47,2,2,3
6,1,3,3,4.88,5.05,1,1,3
7,1,3,1,2.43,2.7,1,1,3
8,1,4,4,1.59,3.63,1,1,4
9,2,4,2,3.49,10.66,1,2,4
10,1,4,1,3.02,3.76,1,1,4
11,2,3,3,3.31,4.14,1,2,3
12,2,3,2,2.61,3.4,1,2,3
13,2,3,3,2.81,3.55,1,2,3
14,1,3,3,2.35,3.11,1,1,3
15,1,3,2,6.08,6.84,2,2,3
16,1,3,3,3.46,4.24,1,1,3
17,2,3,2,2.85,3.49,1,2,3
18,1,3,3,2.48,3.29,1,1,3
19,1,4,,3.2,,4,2,4
20,1,4,4,4.59,5.29,1,1,4
21,1,3,1,2.63,3.33,1,1,3
22,2,3,2,4.35,5.05,1,2,3
23,1,3,4,2.59,3.4,2,2,3
24,1,4,4,2.84,3.56,1,1,4
25,1,4,2,2.88,3.54,2,2,4
26,2,3,3,2.72,3.43,1,2,3
27,1,3,1,2.5,3.22,1,1,3
28,1,3,3,2.79,3.61,1,1,3
29,1,4,4,2.35,3.39,1,1,4
30,1,3,3,4.33,5.1,1,1,3
31,1,3,1,2.43,3.11,1,1,3
32,1,4,4,2.74,3.65,1,1,4
33,2,4,1,3.06,3.84,2,1,4
34,1,4,4,4.45,5.54,1,1,4
35,2,3,3,2.65,3.51,1,2,3
36,1,4,1,2.62,3.25,1,1,4
37,2,3,2,3.12,3.73,1,2,3
38,2,3,3,3.26,4.35,1,2,3
39,2,4,4,4.29,4.29,1,2,4
40,1,4,1,4.1,5.01,1,1,4
41,1,3,1,2.88,4.11,1,1,3
42,2,3,2,2.3,3.25,1,2,3
43,1,3,3,3.13,4.2,1,1,3
44,2,3,2,2.94,4.07,1,2,3
45,2,3,2,2.84,4,1,2,3
46,1,3,3,10,10.82,1,1,3
47,1,4,2,3.22,3.83,2,2,4
48,2,4,2,3.05,3.41,1,2,4
49,1,4,2,2.91,3.75,2,2,4
50,2,4,,1.74,,4,1,4
51,2,3,2,3.01,3.18,1,2,3
52,1,4,2,2.64,3.53,2,2,4
53,1,4,1,2.99,3.79,1,1,4
54,1,4,1,2.5,3.67,1,1,4
55,1,4,2,2.72,3.93,2,2,4
56,1,4,1,3.15,3.98,1,1,4
57,2,4,,1.53,,4,1,4
58,1,3,3,3.47,4.43,1,1,3
59,1,4,4,1.85,4.76,1,1,4
60,2,4,1,3.25,3.92,2,1,4
61,2,3,,1.55,,4,1,3
62,2,4,2,2.02,3.19,1,2,4
63,2,3,2,2.78,3.91,1,2,3
64,2,4,2,5.39,6.75,1,2,4
65,1,3,2,4.38,4.83,2,2,3
66,1,4,1,2.38,3.47,1,1,4
67,1,3,3,3.12,4.13,1,1,3
68,2,4,2,3.52,4.7,1,2,4
69,2,4,1,3.7,3.82,2,1,4
70,1,4,1,4.57,5.91,1,1,4
71,1,3,1,3.46,3.75,1,1,3
72,1,3,1,2.54,3.21,1,1,3
73,2,4,2,3.94,4.57,1,2,4
74,1,3,1,3.26,4.03,1,1,3
75,2,4,4,1.59,3.65,1,2,4
76,1,3,2,2.33,3.57,2,2,3
77,2,4,1,3.92,4.04,2,1,4
78,2,3,2,4.87,12.08,1,2,3
79,1,4,1,3.64,4.03,1,1,4
80,2,3,2,3.74,4.03,1,2,3
81,2,4,2,3.1,3.74,1,2,4
82,1,3,3,4.35,4.86,1,1,3
83,2,4,2,2.73,3.81,1,2,4
84,2,3,1,2.51,3.06,2,1,3
85,2,4,,6.83,,4,1,4
86,1,4,1,2.57,2.8,1,1,4
87,2,4,,3.1,,4,1,4
88,2,3,3,3.51,4.18,1,2,3
89,2,4,2,2.58,3.17,1,2,4
90,2,3,3,3.28,4.41,1,2,3
91,1,3,1,3.06,4.18,1,1,3
92,1,3,,3.78,,4,2,3
93,2,3,2,4.12,4.56,1,2,3
94,1,3,,8.25,,4,2,3
95,2,4,2,3.15,3.44,1,2,4
96,2,3,,,,3,1,3
97,1,4,,8.12,,4,2,4
98,1,4,2,7.63,8.83,2,2,4
99,1,4,,3.13,,4,2,4
100,1,3,2,4.71,6.05,2,2,3
101,2,4,2,3.68,4.66,1,2,4
