trial,correct_p1,correct_p2,chosen_arm,reaction_time,arm_response_time,trial_outcome,irrelevant_stimuli_p1,irrelevant_stimuli_p2
1,1,3,1,3.62,4.05,1,1,3
2,2,4,4,2.1,3.02,1,2,4
3,1,4,1,3.46,3.8,1,1,4
4,2,3,2,3.27,11.94,1,2,3
5,1,4,4,2.54,3.59,1,1,4
6,1,3,3,2.84,3.73,1,1,3
7,1,4,4,2.33,4.05,1,1,4
8,1,4,1,3.76,4.07,1,1,4
9,2,3,2,4.19,5,1,2,3
10,1,4,3,4.6,5.07,2,2,4
11,1,4,1,2.98,3.66,1,1,4
12,1,4,1,2.48,2.89,1,1,4
13,2,3,3,2.7,3.56,1,2,3
14,1,4,1,2.58,3.01,1,1,4
15,1,3,1,3.19,3.73,1,1,3
16,1,3,1,2.79,3.22,1,1,3
17,1,4,1,3.88,4.02,1,1,4
18,2,4,4,1.54,5.32,1,2,4
19,2,3,2,3.2,3.44,1,2,3
20,1,3,2,2.84,3.8,2,2,3
21,1,3,3,3.48,3.6,1,1,3
22,2,4,2,4.11,4.31,1,2,4
23,1,3,1,3.9,4.16,1,1,3
24,2,3,3,2.45,3.57,1,2,3
25,1,4,1,3.45,3.6,1,1,4
26,2,4,2,2.59,3.77,1,2,4
27,1,3,3,3.28,4.39,1,1,3
28,2,4,2,3.09,3.32,1,2,4
29,2,3,1,3.73,4.17,2,1,3
30,1,3,3,3.95,4.53,1,1,3
31,1,3,1,2.87,3.79,1,1,3
32,1,4,4,1.87,6.09,1,1,4
33,2,4,4,1.52,4.04,1,2,4
34,1,4,1,3.51,4.08,1,1,4
35,2,4,2,3.11,3.8,1,2,4
36,1,4,4,2.18,3.66,1,1,4
37,2,3,3,3.32,4.12,1,2,3
38,2,4,1,2.6,3.28,2,1,4
39,2,3,2,4.49,5.12,1,2,3
40,1,3,1,3.24,3.89,1,1,3
41,2,3,2,5.38,5.82,1,2,3
42,2,4,2,3.45,4.31,1,2,4
43,1,4,1,3.23,4.04,1,1,4
44,1,3,1,2.19,3.39,1,1,3
45,1,4,1,2.62,3.25,1,1,4
46,2,3,2,3.09,3.72,1,2,3
47,1,4,1,2.42,3.55,1,1,4
48,2,4,2,4.57,5.03,1,2,4
49,1,3,1,3.01,3.6,1,1,3
50,1,4,1,2.76,3.52,1,1,4
51,2,3,1,3.02,3.74,2,1,3
52,1,4,1,3.29,4.6,1,1,4
53,1,4,2,2.61,3.93,2,2,4
54,1,4,1,2.95,4.09,1,1,4
55,1,4,1,3.33,4.09,1,1,4
56,1,4,1,3.67,4.29,1,1,4
57,2,3,1,3.22,3.92,2,1,3
58,2,4,2,4.62,4.92,1,2,4
59,2,3,1,2.88,3.77,2,1,3
60,1,3,1,2.8,3.26,1,1,3
61,1,4,1,4.53,4.64,1,1,4
62,1,3,1,3.95,5.13,1,1,3
63,2,3,1,3.02,4.09,2,1,3
64,1,3,2,2.48,3.4,2,2,3
65,1,3,1,2.6,3,1,1,3
66,1,4,1,4.37,5.07,1,1,4
67,2,3,2,3.73,4.87,1,2,3
68,2,4,2,2.52,3.46,1,2,4
69,1,3,1,3.55,4.13,1,1,3
70,1,3,1,4.03,4.26,1,1,3
71,1,3,1,3.35,4.37,1,1,3
72,2,3,2,3.56,4.27,1,2,3
73,2,3,2,2.89,3.79,1,2,3
74,2,3,2,3.75,4.39,1,2,3
75,2,4,2,3.71,4.89,1,2,4
76,1,4,1,3.15,3.83,1,1,4
77,2,4,2,11.81,11.94,1,2,4
78,2,4,1,3.62,4.34,2,1,4
79,2,4,,1.51,,4,1,4
80,2,3,2,3.59,4.18,1,2,3
81,1,3,1,2.7,3.14,1,1,3
82,1,3,1,4.37,4.95,1,1,3
83,1,3,1,2.58,3.25,1,1,3
84,2,3,2,4.12,4.65,1,2,3
85,1,3,,4.48,,4,2,3
86,1,4,2,3.96,5.27,2,2,4
87,2,4,2,8.38,8.92,1,2,4
88,2,3,2,2.61,2.98,1,2,3
89,1,4,1,2.61,3.37,1,1,4
90,1,3,,3.19,,4,2,3
91,2,4,1,7.86,8.82,2,1,4
92,2,3,2,3.05,5.98,1,2,3
93,2,3,2,3.16,3.64,1,2,3
94,2,4,,1.62,,4,1,4
95,1,3,1,2.69,3.35,1,1,3
96,1,3,1,3.1,3.94,1,1,3
97,2,3,3,3.2,4.49,1,2,3
98,2,4,2,3.32,3.99,1,2,4
99,2,4,2,3.76,4.28,1,2,4
100,1,4,4,1.51,3.82,1,1,4
101,1,3,,3.91,,4,2,3
102,1,4,1,3.63,4.16,1,1,4
103,2,3,3,2.62,4.07,1,2,3
104,2,3,2,4.37,4.46,1,2,3
105,2,4,2,3.52,3.95,1,2,4
